Item Number,Item Description,CPT Code,Price
06282,MRI NECK W/O CONTRAST,70540TC,"$2,560.00 "
06283,MRI NECK W/ CONTRAST,70542TC,"$3,565.00 "
06284,MRI BRAIN W/ & W/O CONTRAST,70553TC,"$3,565.00 "
06285,MRI BRAIN W/ CONTRAST,70552TC,"$3,565.00 "
06286,MRI BRAIN W/O CONTRAST,70551TC,"$2,560.00 "
06287,MRI CERVICAL W CONTRAST,72142TC,"$3,565.00 "
06288,CT BONE DENSITY,77078TC,$259.00 
06289,BONE SURVEY,77075TC,$398.00 
06290,MRI CERVICAL W/O CONTRAST,72141TC,"$2,560.00 "
06291,MRI LOWER EXT. JOINT RIGHT W/O CONTRAST,73721TCRT,"$2,560.00 "
06292,MRI LUMBAR W/O CONTRAST,72148TC,"$2,560.00 "
06293,MRI THORACIC SPINE W/O CONTRAST,72146TC,"$2,560.00 "
06294,MRI THORACIC W & W/O CONTRAST,72157TC,"$3,565.00 "
06295,MRI UPPER EXT JOINT RIGHT W/O CONTRAST,73221TCRT,"$2,560.00 "
06296,MRI ORBITS WO CONTRAST,70540TC,"$2,560.00 "
06297,MRI ORBITS W AND WO CONTRAST,70543TC,"$3,565.00 "
06298,MRI ORBITS W CONTRAST,70542TC,"$3,565.00 "
06299,US EXTREM NON-VAS ANOTOMIC SITE-LEFT,76882TCLT,$224.00 
06300,US SINGLE ORGAN/ABDOMINAL/LIMITED,76705TC,$694.00 
06301,ABDOMEN DOL,,$72.00 
06302,US GUIDE FOR NEEDLE PLCMENT-BIOPSY/ASP/I,76942TC,$415.00 
06303,US BIOPSY GUIDANCE,76942TC,$415.00 
06304,US RETROPERITONEAL(RENAL/AORTA/NODES),76770TC,$694.00 
06305,PERCUT NEPH,,$210.00 
06306,US PELVIS TRANSABDOMINAL,76856TC,$694.00 
06307,US ABDOMEN,76700TC,$694.00 
06308,PERIPH IMAGE,,$79.00 
06309,US OB COMPLETE,76805TC,$352.00 
06310,US OB LIMITED,76815TC,$225.00 
06311,US GUIDANCE FOR PARA/THORACENTESIS,76942TC,$415.00 
06312,US GUIDANCE FOR AMNIOCENTESIS,76946TC,$158.00 
06313,ENCEPHLOGRAM,76506TC,$225.00 
06314,PERIPH MAG,,$72.00 
06315,TREATMENT,,$58.00 
06316,EMERGENCYS,,$75.00 
06317,PORTABLE ST,,$28.00 
06318,SPECIAL DIS,,$72.00 
06319,"US SOFT TISSUE NECK THYROID, ETC",76536TC,$352.00 
06320,US PELVIS TRANSVAGINAL,76830TC,$352.00 
06321,US BREAST LTD RT ONLY,76642TCRT,$234.00 
06322,US RETROPERITONEAL RENAL/AORTA/NODES,76770TC,$694.00 
06323,US EXTREM NON-VAS COMP LEFT,76881TCLT,$352.00 
06324,US SCROTUM,76870TC,$694.00 
06325,US OB MULTIPLE GESTATION ADD ON CHARGE,76812TC,$352.00 
06326,US FETAL BIOPHYSICAL PROFILE,76818TC,$352.00 
06327,US APPENDIX,76705TC,$694.00 
06328,US PYLORUS,76705TC,$694.00 
06329,US DOPP ART CEREBROVAS-COMP BILAT STUDY,93880TC,$551.00 
06330,US DOPP ART CEREBRO COMPLETE BILATERAL,93880TC,$551.00 
06331,C-SPINE W/OBL & FLEX/EXTENSION,72052TC,$268.00 
06332,D-SPINE(AP/LAT),72070TC,$161.00 
06333,D-SPINE WITH OBLIQUES,72074TC,$161.00 
06335,SHOULDER RIGHT 1 VIEW,73020TCRT,$161.00 
06336,US CALL BACK,,$32.00 
06337,RIBS UNILATERAL RIGHT,71100TC,$161.00 
06338,RIBS BILATERAL,71110TC,$161.00 
06339,RIBS BILATERAL WITH CHEST,71111TC,$268.00 
06340,ANKLE RIGHT 2 VIEWS,73600TC,$161.00 
06341,ELBOW RIGHT 2 VIEWS,73070TCRT,$161.00 
06342,FOOT RIGHT 2 VIEWS,73620TCRT,$161.00 
06343,HAND RIGHT 2 VIEWS,73120TCRT,$161.00 
06344,EXT/LOWER RIGHT INFANT HIP TO ANKLE 2VWS,73592TCRT,$161.00 
06345,EXT/UPPER INFANT ENTIRE RT UPPER EXT 1 F,73092TCRT,$161.00 
06346,PELVIS COMPLETE MIN 3 VIEW,72190TC,$161.00 
06347,HIPS BIL 3OR4 VIEWS,73522TC,$355.00 
06348,HIPS BILAT NFANT OR CHILD,73540TC,$161.00 
06349,ABD/FLAT & ERECT WITH PA CHEST,74022TC,$268.00 
06350,US DETERMINE SEX OF BABY,,$53.00 
06351,CHOLANGIOGRAM OR  2ND SET FILMS,74301TC,$257.00 
06352,FLUORO GUIDANCE LOCALIZ,77002TC,$99.00 
06353,GI DBLE CONTRAST W/KUB,74247TC,$316.00 
06354,GI DBLE CONTRAST W/ SMALL BOWEL,74249TC,$514.00 
06355,GI SGLE CONTRAST W/O KUB,74240TC,$316.00 
06356,GI SGLE CONTRAST WITH KUB,74241TC,$316.00 
06357,GI SGLE CONTRAST WITH SMALL BOWEL,74245TC,$514.00 
06358,CT SOFT TISSUE NECK/THYROID W/O CONTRAST,70490TC,"$1,497.00 "
06359,CT SOFT TISSUE NECK/THYROID W/WO CONTRAS,70492TC,"$2,286.00 "
06360,SKULL  AP/LAT,70250TC,$161.00 
06361,VENOGRAM UNILATERAL UPPER/LOWER,75820TC,$277.00 
06362,CHEST APICAL LORDOTIC,71021TC,$161.00 
06363,CHEST DECUBITUS VIEW/S,71035TC,$161.00 
06364,CONTRAST INJECTION  100ML,,$394.00 
06365,FLUOROSCOPY SEP PROCEDURE,76000TC,$275.00 
06366,US INTRAVASCULAR INITIAL VESSEL,37250TC,"$1,720.00 "
06367,US INTRAVASCULAR EA ADDL VESSEL,37251TC,"$1,720.00 "
06368,FLUOROSCOPY FOR EPIDURAL INJ,77003,$114.00 
06369,US GUIDE VASCULAR ACCESS,76937TC,$284.00 
06370,PERCUTANEOUS PLCMT GASTRONOMY TUBE-RADIO,76000,$650.00 
06371,FLUOROSCOPY UP TO 1 HR PHYSICIAN TIME,76000,$275.00 
06372,GASTROJEJUNOSTOMY,,$650.00 
06373,US VENOUS EXT(UPP OR LWR)BILATERAL,93970TC,$551.00 
06374,US VENOUS EXT(UPP OR LWR)LFT,93971TCLT,$352.00 
06375,US LOWER EXT ARTERIES BILATERAL,93925TC,$551.00 
06376,US LOWER EXT ARTERIES LEFT,93926TCLT,$352.00 
06377,US UPPER EXT ARTERIES BILATERAL,93930TC,$551.00 
06378,US UPPER EXT ARTERIES LEFT,93931TCLT,$352.00 
06379,US MULT LEVELS/NONINV UP/LOWER EXT BILAT,93923TC,$341.00 
06380,US SINGLE LEVEL NONINV UP/LOW EXT BILATE,93922TC,$341.00 
06381,US ABD/PELVIC VESSELS/ SMA/RENALS,93975TC,$539.00 
06382,"US ABD/PELVIC VESSELS/ AORTA,IVC",93978TC,$551.00 
06383,"CT GUIDED NEEDLE PLACEMENT-BIOPSY,ASP,IN",77012TC,$650.00 
06384,US DOPPLER TESTICLES FOR TORSION,93975TC,$551.00 
06385,US OVARIES FOR TORSION,93975TC,$551.00 
06386,"KNEE W/OBL/TUNNEL/PATELLA/STAND,LT",73564TCLT,$161.00 
06387,US CHEST/PLEURAL EFFUSION,76604TC,$694.00 
06388,DISCONTINUED,G0389TC,$248.00 
06389,US ARTERIAL/ VENOUS FLOW/ ABDOMEN/LIMITE,93976TC,$551.00 
06390,US ECHO COMPLETE 2D,93307TC,$918.00 
06391,US ECHO COMPLETE SPECTRAL,93320TC,$351.00 
06392,US ECHO COMPLETE COLORFLO,93325TC,$296.00 
06393,ECHO LMTD/FU,93308TC,$918.00 
06394,US AAA,76770TC,$694.00 
06395,ECHO INC DOP/SPEC COLOR FLOW W/WO CONT,93306TC,"$1,553.00 "
06397,US OB GENDER IDENTIFICATION,,$40.00 
06398,US UNLISTED PROC DIAGNOSTIC OR INTERVENT,76999,$250.00 
06497,ENTIRE SPINE-AP AND LAT,72010TC,$268.00 
06499,CT SINUS OR MAXILLO FACIAL WITH CONTRAST,70487TC,"$2,197.00 "
06500,STRONGYLOIDES AB,86682,$120.00 
06502,PAP SMEAR,88304,$124.00 
06503,CYTOLOGY,88304,$124.00 
06504,TISSUE ANALYSIS,88304,$124.00 
06505,TISS ANN MED,88304,$124.00 
06506,FETUS/PLACENTA,88304,$124.00 
06507,FROZEN SECTION,88304,$124.00 
06508,FROZ,88304,$124.00 
06509,FROZEN ERA,88304,$124.00 
06510,AUTOPSY,88304,$124.00 
06511,KIDNEY STONE,82360,$124.00 
06512,CYTOLOGY PLUERAL FLUID,88112,$79.00 
06513,UTERINE SCRAP,88304,$77.00 
06514,APPENDIX,88304,$78.00 
06515,FOREIGN BODY,88304,$79.17 
06516,SMALL BOWEL,88304,$77.00 
06517,GALL BLADDER STONE,88304,$72.29 
06518,FALLOPIAN TUBE,88304,$77.29 
06519,NEEDLESTICK PROFILE PATIENT,,$59.00 
06520,NEEDLESTICK PROFILE EMPLOYEE,86703,$59.00 
06521,HIV-1 ANTIBODY BY WESTERN BLOT,86689,$160.00 
06522,CLORAZEPATE,80154,$107.25 
06523,ANTI-DNASE B STREP ANTIBODIES,86215,$125.00 
06524,RUBELLA ANTIBODIES IGM,86762,$22.00 
06525,IMMUNOFIXATION(IFE)& PROTEIN ELECTROPHOR,86334,$138.00 
06526,DRUG PROFILE URINE COMPREHENSIVE W/VOLAT,80306,$165.00 
06527,HEPATITIS A ANTIBODY IGM,86709,$39.00 
06528,PROTEIN ELECTROPHORESIS BODY FLUID,84165,$61.00 
06529,AMYLASE BODY FLUID,82150,$56.47 
06530,PROTEIN TOTAL URINE,84156,$21.00 
06531,INTRINSIC FACTOR ANTIBODY,86340,$183.00 
06532,OXCARBAZEPINE,82542,$81.00 
06533,HEXAGONAL PHASE PHOSPHOLIPID,85732,$234.00 
06534,ZONISAMIDE (ZONEGRAN),80299,$82.00 
06535,GLUTAMIC ACID DECARBOXYLASE (GAD) AUTOAN,83519,$18.00 
06536,HEMOGLOBINOPATHY PROFILE,83021,$45.00 
06538,HEPATITIS C VIRUS ANTIBODY RIBA,86804,$400.00 
06539,MTHFR (METHYLENETETRAHYDROFOLATE REDUCTA,81291,$758.00 
06540,FACTOR V LEIDEN MUTATION ANALYSIS,81241,$660.00 
06541,SIROLIMUS (RAPAMUNE),80299,$82.00 
06542,VANCOMYCIN PEAK,80202,$111.00 
06543,GENTAMICIN PEAK,80170,$103.00 
06544,ESTROGEN,82672,$76.00 
06545,ACTIVATED PROTEIN C RESISTANCE,85307,$660.00 
06546,HAGEMAN FACTOR,85280,$225.00 
06547,"ANTIPHOSPHOLIPID SYNDROME, COMPREHENSIVE",85597,"$2,345.00 "
06548,URINE IRON,84156,$140.00 
06549,APOLIPROPROTEIN B,82172,$60.00 
06550,ECHO TRNSTHORAC REALPTIME W/WO,,$320.00 
06551,DOPPLER ECHO CONT WAVE W SPECTR,93320TC,$182.00 
06552,DOPPLER ECHO COLOR FLOW VELOCITY,93325,$125.00 
06553,CT ABD/PELV W,74177TC,"$2,286.00 "
06554,CT ABD/PELV WO (STONE PROTOCOL),74176TC,"$1,497.00 "
06556,"VITAMIN D, 25-HYDROXY",82306,$111.60 
06557,CT ABD/PELV W&WO,74178TC,"$2,286.00 "
06561,US BREAST COMPLETE BILATERAL,76641TCRT,$234.00 
06562,US BREAST LTD BILATERAL,76642TCRT,$234.00 
06563,ALLERGEN PROFILE MOLD,86003,$117.36 
06566,ALLERGENS (11)-FOOD MIX,86003,$459.00 
06567,UBS ANTIGEN TYPING CLASS 1,86832,$216.00 
06568,UBS ABO/RH GROUPING,86900,$402.00 
06570,SUCTION TOOTHBRUSH SYSTEM WITH SOLUTION,,$10.00 
06571,UBS ANTIBODY DETECTION,,$309.00 
06572,UBS ANTIBODY ID,86870,$309.00 
06573,ANA COMPREHENSIVE PANEL,86225,$216.75 
06575,C DIFF TOXIN (IN HOUSE),87230,$86.00 
06576,DNA COLLECTION FEE,,$25.00 
06595,UBS HGB S TEST,,$120.00 
06596,FACTOR XII,85240,$225.00 
06597,LEUKEMIA LYMPHOMA IMMUNOPHENOTYPING,88184,$203.00 
06599,GLUCOSE/GLUCOMETER OP,82962,$25.93 
06600,AMYLASE,82150,$56.47 
06601,BUN,84520,$30.00 
06602,GLUCOSE,82947,$43.20 
06603,GLUCOSE /3 HR,82951,$122.00 
06604,GLUCOSE /2 HR,82952,$115.02 
06605,CHOLESTEROL,82465,$48.00 
06606,TRIGLYCERIDE,84478,$36.00 
06607,CREATININE,82565,$50.00 
06608,CKMB,82553,$112.00 
06609,BILIRUBIN TOTAL,82247,$34.00 
06610,BILIRUB DIR & I,82248,$49.73 
06611,TOTAL PROTEIN SERUM,84155,$45.00 
06613,ANGIOTENSIN COVERTING ENZYME,82160,$99.00 
06614,ALK PHOSPHATASE,84075,$52.00 
06615,ACID PHOS,84060,$52.00 
06616,SGOT (AST),84450,$110.00 
06617,SGPT (ALT),84460,$39.00 
06618,LDHFA,83615,$64.00 
06619,CPK,82550,$51.48 
06620,MI PANEL,82550,$180.00 
06621,ARTHRITIC PROF,84550,$252.00 
06622,ANA,86038,$59.83 
06623,GLUCOSE /5 HR,82952,$21.00 
06624,ARTHRITIC INFLAM,,$228.00 
06625,THYROID PROFILE,84436,$79.00 
06626,LIPID PROFILE,80061,$63.00 
06627,FOLIC ACID & B-12,,$132.00 
06628,IRON (SERUM),83540,$41.00 
06629,TIBC INC SERUM IRON,83550,$60.00 
06630,VITAMIN B 12,82607,$83.00 
06631,SODIUM,84295,$51.00 
06632,POTASSIUM,84132,$46.00 
06633,CHLORIDE,82435,$39.86 
06634,CALCIUM TOTAL,82310,$33.10 
06635,PHOSPHOROUS,84100,$57.00 
06636,OCCULT BLOOD,82272,$38.00 
06637,AMMONIA,82140,$92.92 
06638,MAGNESIUM,83735,$57.00 
06639,CORTISOL PM,82533,$94.26 
06640,LIPASE,83690,$69.00 
06641,OCCULT BLOOD 1,82272,$38.00 
06642,ANTI STREPTOLYSIN,86060,$44.00 
06643,CRP,86140,$46.34 
06644,RHEUMATOID FACT,86431,$39.61 
06645,URIC ACID SERUM,84550,$43.00 
06646,CO2 CONTENT,82374,$62.00 
06647,RA PROF RA & CR,84550,$62.00 
06648,OCCULT BLOOD 3 CARDS,,$36.00 
06649,"IMMUNOFIXATION, SERUM",82784,$146.00 
06650,IMMUNOGLOBULIN A,82784,$43.00 
06651,IGM,82784,$43.00 
06652,IGC,82784,$43.00 
06653,IGD,82784,$62.00 
06654,IGE,82785,$88.00 
06655,HDL CHOLESTEROL,83718,$60.89 
06656,BB ANTIBODY SCREEN,86850,$80.00 
06658,ACID FAST SMEAR AND CULTURE,87206,$42.77 
06659,GRAM STAIN,87205,$38.00 
06660,OVA AND PARASITE,87177,$51.00 
06661,HEMOGLOBIN SOLUBILITY,85660,$35.00 
06662,WBC,85048,$41.00 
06663,RBC,85041,$27.00 
06664,HGB & HCT,,$32.73 
06665,CBC W/O DIFF,85027,$49.00 
06666,PLATELET COUNT,85049,$56.00 
06667,RETICULOCYTE CNT,85045,$36.00 
06668,CBC,85027,$40.00 
06669,HEPATIC FUNCTION,80076,$130.00 
06670,PROTHROMBIN TIME,85610,$53.89 
06671,SICKLE CELL SCREEN W/ REFLEX HGB FRACT,85660,$35.00 
06672,CLOTTING TIME,85175,$44.00 
06673,LIPID PANEL,80061,$128.70 
06674,FERRITIN,82728,$83.00 
06675,SEDIMENTATION RATE,85651,$49.71 
06676,CBC WITH/DIFF,85025,$59.04 
06677,LE LATEX,86403,$38.00 
06678,PTT,85730,$63.00 
06679,FIBRINOGEN,85384,$35.00 
06680,SPERM CNT PT VA,89310,$43.00 
06681,LDH,83615,$45.00 
06682,"CHLAMYDIA/GONORRHOEAE, NAA",87490,$200.00 
06683,ACID PHOSPH FRAC,84066,$35.00 
06684,ELECTROPHORESIS SERUM,84165,$85.00 
06685,CARCINOEMBRYONIC ANTIGEN,82378,$105.83 
06686,DRUG SCREEN URINE,80306,$160.00 
06687,DNA PROBE GONORRHEA NEISSIA(GC),87590,$53.00 
06689,CORTISOL PAIR SP,82533,$140.00 
06690,FEBRILE AGGLUTININ,86000,$88.00 
06691,CORTISOL URINE 24HR,82530,$92.00 
06692,MONO TEST,86308,$58.00 
06693,URINALYSIS/ROUTINE,81001,$60.00 
06694,ALBUMIN,82040,$31.00 
06695,BLEEDING TIME,85002,$35.00 
06696,ACETONE QUALITAT,82009,$36.06 
06698,"CRYPTOCOCCAL ANTIGEN, SERUM",87327,$68.00 
06699,CALCIUM 24 HOUR URINE,82340,$37.55 
06700,PREGNANCY TEST URINE,81025,$61.00 
06701,PATHOLOGIST SLIDE REVIEW,85008,$25.51 
06702,WEST NILE VIRUS,86790,$239.00 
06703,"17 KETOSTEROIDS,TOTAL",83586,$68.00 
06704,17 HYDROXYCORTICO,83491,$70.00 
06705,CATECHOLAMINE TO,82382,$97.00 
06706,VANILLYLMANDELIC ACID RANDOM URINE,84585,$70.00 
06707,C4 COMPLEMENT,86160,$76.00 
06708,PROTEIN 24 HR URINE,84156,$54.00 
06709,PORPHYRINS,84120,$127.00 
06710,24 HR FOR LEAD,,$60.00 
06711,TREPONEMA PALLIDUM ANTIBODIES,86780,$49.00 
06713,FSH AND LUTEINIZING HORMONE (LH),83001,$123.00 
06714,CARBON MONOXIDE,82375,$71.09 
06715,CAROTENE,82380,$53.00 
06716,CATECHOLAMINES FRACTIONATED 24 HR URINE,82384,$86.00 
06717,LAP LEUCINE AMIN,83670,$53.00 
06718,MEDICARE DRUG SCREEN,G0478,$160.00 
06719,CELL CNT JOINT FLUID-W/CRYSTALS,89050,$33.00 
06721,VENTED SPIKE ADAPTER,,$6.00 
06722,Thyroglobulin Antibody and Thyroglobulin,86800,$130.00 
06723,CHOLINESTERASE,82480,$53.00 
06724,SEROUS FLUID CELL COUNT,89051,$30.00 
06725,BODY FLUID GLUCOSE,82945,$40.00 
06726,BODY FLUID PROTEIN,84157,$41.50 
06727,BODY FLUID LDH,83615,$42.62 
06728,CLOT RETRACTION,85170,$27.00 
06729,GASTROCCULT,82926,$44.00 
06730,PINWORM PREP,87177,$27.00 
06731,DRG AB SER,,$134.00 
06732,COMPREHENSIVE METABOLIC PROFILE,80053,$103.51 
06733,ANTITRYPSIN,82103,$88.00 
06734,A-1 FETOPROTEIN,,$107.00 
06735,A-2 HEMOGLOBIN Q,83050,$70.00 
06736,ACETAMINOPHEN TY (NON-OP ANALG 1OR2),80307,$186.00 
06737,ACETONE QUANT,82010,$88.00 
06738,ACID FAST SMEAR,87206,$59.70 
06739,"ACID PHOSPHATASE,PROSTATIC",84060,$70.00 
06740,ACTH,82024,$110.00 
06741,FACTOR V ACTIVITY,85220,$40.00 
06742,COCAINE CONFIRMATION URINE,80353,$60.00 
06743,ALUMINUM,82108,$75.00 
06744,ETHANOL ALCOHOL,83020,$144.08 
06745,ALDOLASE,82085,$70.00 
06746,ALDOSTERONE URINE,82088,$253.00 
06747,ALK PHOSPH FRACT,84075,$49.00 
06748,ALLERGEN PROFILE ZONE 6,86003,$949.00 
06749,A-HBO ALPHA HYDRO,,$35.00 
06750,AMEBIC ANTIBODIES,86171,$57.00 
06751,"AMINO ACID PROFILE, QUANTITATIVE PLASMA",82139,$438.00 
06752,AMINOPHYLLINE TH,80198,$75.00 
06753,AMP CYCLIC,82030,$263.00 
06754,MMA-METHYLMALONIC ACID,82131,$388.00 
06755,AMNIOTIC FLUID S,82143,$70.00 
06756,BB ANTIBODY IDENTIF,86870,$104.00 
06757,A/G RATIO,84165,$35.00 
06759,ANEMIA SCR FROZ,83540,$132.00 
06760,ANEMIA PRO FROZ,,$238.00 
06761,ANTI-DSDNA (DOUBLE-STRANDED)ANTIBODIES,86225,$60.37 
06762,ANTI ENA ANTIBODY,86235,$76.00 
06763,ANTI MITOCHONDRIA,83516,$88.00 
06764,THYROID  ANTIBODIES,86376,$99.00 
06766,ANTIBODY-HEPATITIS,,$88.00 
06767,A R D,87040,$88.00 
06768,ARSENIC,82175,$88.00 
06769,ASCORBIC ACID,82180,$92.00 
06770,Chlamydia trachomatis Culture,87110,$60.00 
06771,STOOL PH,83986,$12.00 
06772,COBALT PLASMA,83018,$66.00 
06773,PAI-1,85415,$61.08 
06774,MDMA/ECSTASY CONFIRMATION,80359,$120.00 
06775,P1NP,82523,$195.00 
06776,BORMIDES,,$57.00 
06777,BRUCELLA ABORTUS IGM,86000,$25.00 
06779,EOSINOPHIL URINE,87205,$31.00 
06780,C-3 COMPLIMENT,82784,$48.35 
06781,CALCITONIN,82308,$210.00 
06782,CALL BACK FEE,,$32.00 
06785,CATECHOLAMINES FRACTIONATED PLASMA,82384,$86.00 
06787,CHLORINATED HYDR,82441,$210.00 
06788,BENZODIAZEPINE CONFIRMATION,80346,$120.00 
06790,CHLORAMYCETIN,82415,$123.00 
06792,LUPUS COLLAGEN DI,85705,$140.00 
06794,COMPLEMENT TOTAL,86162,$158.00 
06795,COPPER,82525,$78.00 
06796,COPROPORPHYRIN,84120,$128.00 
06797,JAK MUTATION TESTING,81270,$270.50 
06798,C PEPTIDE,84681,$72.00 
06799,CT SCANOGRAM BONE LENGTH STUDY,77073TC,$300.00 
06800,CULTURE CAMPYLOB,87045,$33.00 
06801,CREATININE CLEAR,82575,$70.00 
06802,SER,84702,$105.00 
06803,CRYOGLOBULINS,82595,$22.00 
06804,CRYSTAL EXAM JOINT FLUID,89060,$27.00 
06805,CULTURE BACTER,87081,$56.65 
06806,DNA PROBE CHLAMYDIA,87490,$134.00 
06808,DEPAKANE (VALPROIC ACID),80164,$90.75 
06809,DIGITOXIN,83519,$188.00 
06810,DYPHYLLINE,80306,$92.00 
06811,ELAVIL (AMITRYPT,80152,$105.00 
06812,ELECTROPHORESIS URINE,82664,$88.00 
06813,EOSINOPHIL COUNT,,$35.00 
06814,Herpes Simplex Virus (HSV) Types 1-/2-Sp,86695,$60.00 
06817,ROCKY MOUNTAIN SPOTTED FEVER IgG,86757,$108.00 
06819,ESTRONE,82679,$228.00 
06820,BUPRENORPHINE CONFIRMATION,80348,$120.00 
06821,AMPHETAMINES CONFIRMATION,80324,$120.00 
06823,HLA PATIENT TYPE,81370,"$3,300.00 "
06824,HLA AB CLASS II,86833,"$1,200.00 "
06825,PERIPHERAL SMEAR IN HOUSE,85060,$40.00 
06826,MACROPROLACTIN,84146*2,$98.00 
06827,FIBRINOGEN DEGRADATION PRODUCTS,85362,$62.00 
06828,HSV-1 and HSV-2 IgM Antibodies,86695,$90.00 
06829,FOLIC ACID,82746,$81.49 
06830,NICOTINE SCREEN,80307,$60.00 
06831,CULTURE FUNGUS,87101,$53.00 
06832,FUNGUS STAIN,87205,$31.00 
06833,FOLATE RBC,82747,$123.00 
06834,YEAST CULTURE,87101,$31.00 
06835,GENTAMICIN TROUGH,80170,$103.00 
06837,GROWTH HORMONE,83003,$95.00 
06838,"Herpes Simplex Virus (HSV) Types 1/2, Ig",86694,$18.00 
06839,HEMOGLOBIN A1C,83036,$85.90 
06840,PATHOLOGY,883051,$85.41 
06841,HLA  AB CLASS I,86832,"$1,200.00 "
06842,QUAN BETA HCG,84702,$105.00 
06843,HEMOGLOBIN A2,83020,$71.00 
06844,HEMOGLOBIN ELECTROPHORESIS W/O SOL,83021,$71.00 
06845,HEPATITIS B SURFACE ANTIBODY,86706,$63.50 
06846,HEPATITIS PROF,80074,$232.00 
06849,HLA B27,86812,$263.00 
06851,HYPERTENSIVE PRO,,$158.00 
06852,5-HYDROXYINDOLEACETIC ACID 24 HR URINE,83497,$263.00 
06853,LEGIONELLA PNEUMOPHILIA ANTIBODY,86713,$154.00 
06855,IMMUNOGLOBULINS IGG SUBCLASSES,86023,$88.00 
06857,WET PREP,87210,$33.00 
06858,LACTIC ACID,83605,$87.00 
06859,LDH ISOENZYMES,83625,$79.00 
06860,LEAD LEVEL PEDIATRIC,83655,$43.65 
06861,LIDOCAINE,80176,$105.00 
06862,IMMUKNOW,86352,$222.00 
06864,LIPOPROTEIN A,83695,$60.00 
06865,LIPROPROTEIN VLDL,83719,$53.00 
06866,LITHIUM,80178,$52.80 
06867,TCA CONFIRMATION,80337,$120.00 
06868,TRAZODONE CONFIRMATION,80338,$120.00 
06870,MELANIN SCREEN,,$53.00 
06871,MERCURY BLOOD,83825,$105.00 
06872,METANEPHRINES 24 HOUR URINE,83835,$70.00 
06873,ALCOHOL METHYL,80320,$60.85 
06874,DRUG CITY OF JACKSON,80307,$150.00 
06875,SODIUM RANDOM URINE,84300,$10.00 
06876,POTASSIUM RANDOM URINE,84133,$10.00 
06877,MUCIN CLOT TEST,83872,$18.00 
06878,CANNABINOID(THC) CONFIRMATION,80349,$54.09 
06879,MYOGLOBIN SERUM,83874,$70.00 
06880,PRIMIDONE,80188,$123.00 
06881,PROGESTERONE,84144,$88.38 
06882,NORPACE DISOPYR,80299,$81.24 
06883,BASIC METABOLIC PANEL,80048,$79.66 
06884,OSMOLALIT SER,83930,$52.77 
06885,PARATHYROID HORMONE,83970,$159.47 
06886,OSMOLALITY URINE,83935,$51.50 
06887,PHENOBARBITOL,80184,$62.00 
06888,PHENYLALINE,84030,$57.00 
06889,PORPHOBILINOGEN,84106,$43.00 
06890,PHOSPHATES AC P,84060,$35.00 
06891,RPR QUALITATIVE W/ REFLEX CONFIRMATION,86592,$35.00 
06892,PROCAINAMIDE,80190,$88.00 
06893,PROLACTIN,84146,$98.00 
06894,INDURAL (PROPRA,80299,$81.00 
06895,PROTEIN PANEL GIV,,$123.00 
06897,QUINDINE,80194,$60.00 
06898,REDUCING SUGARS,,$88.00 
06899,BNP NATRIURETIC PEPTIDE,83880,$161.70 
06900,OB PANEL,80055,$53.00 
06901,RUBELLA TITER IM,86171,$29.00 
06902,RUBELLA TITR PAIR,,$84.00 
06903,RUBEOLA ANTIBODIES IGG,86765,$44.00 
06904,SKLTL MUSCLE ANTB,,$123.00 
06905,SMOOTH MUSCLE ANTIBODY,83516,$123.00 
06908,STAT FEE,,$24.00 
06909,STREPTOMYCIN,,$123.00 
06910,T3 TOTAL,84480,$123.00 
06911,T3  UPTAKE,84479,$40.00 
06912,FREE T-3,84481,$50.00 
06914,TEGRETOL,80156,$95.02 
06915,TESTOSTERONE,84403,$96.66 
06918,"TOXOPLASMA ANTIBODIES,IGM",86777,$105.00 
06919,TRANSFERRIN,84466,$90.00 
06923,UROBILINOGEN,84578,$9.00 
06925,VALIUM (DIAZEPAM,,$70.00 
06927,VISOCITY,,$105.00 
06929,VITAMIN B12 AND FOLATE,,$25.00 
06930,DIGOXIN,80162,$95.00 
06933,DILANTIN,80185,$122.50 
06934,GASTRIN LEVEL,82941,$105.00 
06935,LH (LUTEINIZING),83002,$88.75 
06937,SPERM ANTIBODY,89325,$35.00 
06938,SPERM ANALYSIS,89310,$67.00 
06939,SPNL FLUID CELL,89050,$30.00 
06941,DONT USE,82945,$35.00 
06942,SPINAL FLUID MICROPROTEIN,84157,$53.00 
06943,SPUTUM/CYTOLOGY,88104,$87.00 
06944,CSF BACTERIAL ANTIGEN,87802,$175.00 
06945,STOOL SMEAR/WBC,87205,$35.00 
06946,CSF GLUCOSE,82945,$35.00 
06947,STREP ID TEST,87147,$73.00 
06948,SWAB/TRICHOMONAS,87210,$40.00 
06949,CULTURE URINE,87086,$72.60 
06951,T4 TOTAL,84436,$47.00 
06952,T3 (RT3U & T4 IN,84479,$49.00 
06953,BONE WAX,,$10.00 
06954,ADOLES LAP DRAPE CAT,,$15.00 
06955,BREAST BIOPSY INSTRU,,$165.00 
06956,BREAST BIOPSY MARKER,,$260.00 
06957,TONOCARD LEVEL,82486,$80.00 
06958,CULTURE GROUP B,87081,$91.00 
06959,INSTRUMENT POUCH CAT,,$23.00 
06960,THYROID STIM HORMONE,84443,$99.00 
06961,SEQUEN COMP PUMP,,$215.00 
