CDM Item Number,Revenue Code,Service ID,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: BCBS of AL,Payer Negotiated Charge: Cigna ,Payer Negotiated Charge: Cigna Medicare Adv,Payer Negotiated Charge: Simpra Advantage Inc MCR Adv (Plan: All),Payer Negotiated Charge: Tricare ,Payer Negotiated Charge: United Healthcare,Payer Negotiated Charge: VIVA,
8535361,274,L3807,WRIST BRACER LEFT X LARGE,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8535320,274,L3807,WRIST BRACER RIGHT X LARGE,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8535338,274,L3807,WRIST BRACER RIGHT/LARGE,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8535346,274,L3807,WRIST BRACER RIGHT/MED,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8535353,274,L3807,WRIST BRACER RIGHT/SMALL,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8530558,274,L3908,WRIST SPLINT COCKUP LEFT LARGE,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530557,274,L3908,WRIST SPLINT COCKUP LEFT MED,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530556,274,L3908,WRIST SPLINT COCKUP LEFT SMALL,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530559,274,L3908,WRIST SPLINT COCKUP LEFT X-LARGE,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530550,274,L3908,WRIST SPLINT COCKUP RIGHT LARGE,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530555,274,L3908,WRIST SPLINT COCKUP RIGHT MED,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530553,274,L3908,WRIST SPLINT COCKUP RIGHT SMALL,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8530554,274,L3908,WRIST SPLINT COCKUP RIGHT X-LARGE,51,25.5,18.87,25.5,18.87,23.97,20.4,20.4,23.97,23.97,20.4,
8091837,276,V2630,LENS,550,275,203.5,275,203.5,258.5,220,220,258.5,258.5,220,
8092116,278,,COMP HIP SCREW SET,1342,671,496.54,671,496.54,630.74,536.8,536.8,630.74,630.74,536.8,
8090411,278,Q4107,GRAFT JACKET 4X7  (28 SQ CM),5112,2556,1891.44,2556,1891.44,2402.64,2044.8,2044.8,2402.64,2402.64,2044.8,
8092223,278,,MERSILENE MESH,193,96.5,71.41,96.5,71.41,90.71,77.2,77.2,90.71,90.71,77.2,
8534050,278,C1781,MESH 3X6,2262,1131,836.94,1131,836.94,1063.14,904.8,904.8,1063.14,1063.14,904.8,
8091142,278,,MESH GRAFT,57,28.5,21.09,28.5,21.09,26.79,22.8,22.8,26.79,26.79,22.8,
8092124,278,,MOORE HIP,742,371,274.54,371,274.54,348.74,296.8,296.8,348.74,348.74,296.8,
8531520,278,C1781,PELVITEX MESH,1271,635.5,470.27,635.5,470.27,597.37,508.4,508.4,597.37,597.37,508.4,
8531550,278,,SURG SCREWS,13,6.5,4.81,6.5,4.81,6.11,5.2,5.2,6.11,6.11,5.2,
8534274,278,,VASCULAR GRAFT,1399,699.5,517.63,699.5,517.63,657.53,559.6,559.6,657.53,657.53,559.6,
8534291,278,,VASCULAR GRAFT 6MMX80CM,1716,858,634.92,858,634.92,806.52,686.4,686.4,806.52,806.52,686.4,
8243321,300,99001,*TIS GR/MIC 88302(IP) DO NOT USE,24,12,8.88,12,8.88,11.28,9.6,9.6,11.28,11.28,9.6,
8243503,300,36415,*VENIPUNCTURE CHARGE,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
2099999,300,80162,.DIGOXIN III,81,40.5,29.97,40.5,29.97,38.07,32.4,32.4,38.07,38.07,32.4,
8242935,300,,.DO NOT USE,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8249138,300,,.DO NOT USE,77,38.5,28.49,38.5,28.49,36.19,30.8,30.8,36.19,36.19,30.8,
8243826,300,88309,.DO NOT USE   88309 (IP),644,322,238.28,322,238.28,302.68,257.6,257.6,302.68,302.68,257.6,
8242521,300,88300,.DO NOT USE  88300 (IP),103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8242992,300,,.DO NOT USE  ADD       (IP),22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8242562,300,,.DO NOT USE  ADDITIONAL (IP),33,16.5,12.21,16.5,12.21,15.51,13.2,13.2,15.51,15.51,13.2,
8243271,300,88302,.DO NOT USE  C88302 (IP),139,69.5,51.43,69.5,51.43,65.33,55.6,55.6,65.33,65.33,55.6,
8243263,300,88304,.DO NOT USE  C88304 (IP),180,90,66.6,90,66.6,84.6,72,72,84.6,84.6,72,
8247371,300,,.DO NOT USE  TE PROFILE,192,96,71.04,96,71.04,90.24,76.8,76.8,90.24,90.24,76.8,
8242869,300,,.DO NOT USE BLOOD,326,163,120.62,163,120.62,153.22,130.4,130.4,153.22,153.22,130.4,
82000000,300,,.DRUG SCREEN COLLECTION CHARGE ER,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
8286860,300,86860,.ELUTION,152,76,56.24,76,56.24,71.44,60.8,60.8,71.44,71.44,60.8,
8282310,300,82310,.INTACT-PTH,115,57.5,42.55,57.5,42.55,54.05,46,46,54.05,54.05,46,
8255168,300,,.LAB CALL CHARGE,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8244679,300,83540,.QUANT IRON STUDY   ,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8285660,300,85660,.SICKLE SCREEN,90,45,33.3,45,33.3,42.3,36,36,42.3,42.3,36,
8240054,300,86927,.THAWING FFP,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
8244188,300,,.THYROID PANEL,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8263212,300,,A/G RATIO,58,29,21.46,29,21.46,27.26,23.2,23.2,27.26,27.26,23.2,
82299999,300,,AFTER HRS ARC,382,191,141.34,191,141.34,179.54,152.8,152.8,179.54,179.54,152.8,
8282040,300,82042,ALBUMIN BODY FLUID,14,7,5.18,7,5.18,6.58,5.6,5.6,6.58,6.58,5.6,
8244496,300,80299,ALDACTONE,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8243644,300,80150,"AMIKACIN, PEAK",90,45,33.3,45,33.3,42.3,36,36,42.3,42.3,36,
8243636,300,80150,"AMIKACIN, TROUGH",90,45,33.3,45,33.3,42.3,36,36,42.3,42.3,36,
8248011,300,80152,AMITRIPTYLINE,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8242893,300,82150,AMYLASE/CREATININE RATIO,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
82762550,300,86255,ANCA         ,19,9.5,7.03,9.5,7.03,8.93,7.6,7.6,8.93,8.93,7.6,
8676255,300,86255,ANCA        ,242,121,89.54,121,89.54,113.74,96.8,96.8,113.74,113.74,96.8,
8276255,300,86255,ANCA PROFILE,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
8283520,300,83520,ANTI GBM,113,56.5,41.81,56.5,41.81,53.11,45.2,45.2,53.11,53.11,45.2,
8246667,300,86235,ANTI-ENA 37923,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8286905,300,86902,ANTIGEN GRP 2,174,87,64.38,87,64.38,81.78,69.6,69.6,81.78,81.78,69.6,
82869051,300,86902,ANTIGEN GRP 3,215,107.5,79.55,107.5,79.55,101.05,86,86,101.05,101.05,86,
82869055,300,86902,ANTIGEN GRP 4,257,128.5,95.09,128.5,95.09,120.79,102.8,102.8,120.79,120.79,102.8,
8283516,300,83516,ANTI-HISTONE ANTIBODIES,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
82860220,300,86022,ANTI-PLATELET ANTIBODY,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
8263345,300,,ANTI-SKELETAL MUSCULAR ANTIBODY ,30,15,11.1,15,11.1,14.1,12,12,14.1,14.1,12,
8285301,300,85301,ANTI-THROMBIN III 5158,46,23,17.02,23,17.02,21.62,18.4,18.4,21.62,21.62,18.4,
8285300,300,85300,ANTI-THROMBIN III FUNCTIONAL,46,23,17.02,23,17.02,21.62,18.4,18.4,21.62,21.62,18.4,
8268772,300,82172,APOLIPOPROTEIN A & B,135,67.5,49.95,67.5,49.95,63.45,54,54,63.45,63.45,54,
8284450,300,84450,AST            DO NOT USE,30,15,11.1,15,11.1,14.1,12,12,14.1,14.1,12,
8283893,300,,BCR-ABL GENE CML,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8245029,300,,BENCE JONES (ORDER IFE URINE),36,18,13.32,18,13.32,16.92,14.4,14.4,16.92,16.92,14.4,
8284702,300,84702,BETA HCG ISTAT(QL) QUALITATIVE,61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
8255234,300,84702,BETA HCG ISTAT(QN) QUANTITATIVE,61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
8286612,300,86612,BLASTOMYCES AB,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8242927,300,,BONE MARROW MCR ASPI    DO NOT USE,87,43.5,32.19,43.5,32.19,40.89,34.8,34.8,40.89,40.89,34.8,
8243602,300,,BONE MARROW MCR BIOP        DO NOT USE,33,16.5,12.21,16.5,12.21,15.51,13.2,13.2,15.51,15.51,13.2,
8285380,300,85380,BU D-DIMER(TRIAGE),52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8280104,300,80306,BU URINE DRUG SCREEN,55,27.5,20.35,27.5,20.35,25.85,22,22,25.85,25.85,22,
8243488,300,80156,CARBAMAZEPINE/TEGRETOL TOTAL,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
8280157,300,80157,"CARBAMEZAPINE, FREE",39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8255338,300,80299,CARDIZEM  (DILTIAZEM),82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8282465,300,82465,CHOLESTEROL (BODY FLUID)  ARL,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
8286360,300,,CHROMOSOME LEUK/LYMP EVAL,653,326.5,241.61,326.5,241.61,306.91,261.2,261.2,306.91,306.91,261.2,
8288180,300,,"CHRONIC LEUKEMIA PROFILE, FLOW CYTOMETRY",39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8242729,300,86645,CMV GROUP     DO NOT USE,95,47.5,35.15,47.5,35.15,44.65,38,38,44.65,44.65,38,
8243701,300,86160,COMP PROFILE  37859,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8255135,300,86886,COOMBS INDIRECT,32,16,11.84,16,11.84,15.04,12.8,12.8,15.04,15.04,12.8,
8242687,300,80400,CORTROSYN STIMULATION,194,97,71.78,97,71.78,91.18,77.6,77.6,91.18,91.18,77.6,
82387404,300,87635QW,COVID-19 ID NOW SCREENING,55,27.5,20.35,27.5,20.35,25.85,22,22,25.85,25.85,22,
8287327,300,87327,CRYPTO TITER (c),50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8287103,300,87103,CULTURE BLD FUN 4606,52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8244468,300,80158,CYCLOSPORIN 8812,108,54,39.96,54,39.96,50.76,43.2,43.2,50.76,50.76,43.2,
8285379,300,85380,D-DIMER,52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8248189,300,80164,DEPAKOTE/DEPAKENE,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8244439,300,80160,DESIPRAMINE,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8244485,300,80162,DIGOXIN,81,40.5,29.97,40.5,29.97,38.07,32.4,32.4,38.07,38.07,32.4,
8244642,300,80185,DILANTIN,80,40,29.6,40,29.6,37.6,32,32,37.6,37.6,32,
8280166,300,80166,DOXEPIN,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
8200000,300,99000,DRUG SCREEN COLLECTION CHARGE ER,46,23,17.02,23,17.02,21.62,18.4,18.4,21.62,21.62,18.4,
8263667,300,80305,DRUG SCREEN LABCORP,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
8243206,300,80307,DRUG SCREEN SERUM QUANT,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
8286665,300,86665,EBV ACUTE INFECTION,59,29.5,21.83,29.5,21.83,27.73,23.6,23.6,27.73,27.73,23.6,
8286666,300,86665,EBV CHRONIC/ACTIVE INFECTION,59,29.5,21.83,29.5,21.83,27.73,23.6,23.6,27.73,27.73,23.6,
8248888,300,80152,ELAVIL (AMITRIPTYLINE)   ARL,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8263691,300,84166,ELECTRO URINE PROT 750,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8263683,300,,ELECTROPHORESIS CSF,19,9.5,7.03,9.5,7.03,8.93,7.6,7.6,8.93,8.93,7.6,
8242141,300,,ESTROGEN (24HR URINE)  ARL,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8255018,300,82672,ESTROGEN (SERUM) 439,172,86,63.64,86,63.64,80.84,68.8,68.8,80.84,80.84,68.8,
8243370,300,,EXPOSURE EMP  7787   ARL,96,48,35.52,48,35.52,45.12,38.4,38.4,45.12,45.12,38.4,
8285335,300,85335,FACTOR V 17900,46,23,17.02,23,17.02,21.62,18.4,18.4,21.62,21.62,18.4,
8263410,300,,FEBRILE AG       ARL,18,9,6.66,9,6.66,8.46,7.2,7.2,8.46,8.46,7.2,
8287400,300,87502,FLU A,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
82387400,300,87804QW,FLU A & B,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
82287400,300,87804,FLU B,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
8244535,300,,FLU STATE LAB,1,0.5,0.37,0.5,0.37,0.47,0.4,0.4,0.47,0.47,0.4,
8244638,300,84481,FREE T3,95,47.5,35.15,47.5,35.15,44.65,38,38,44.65,44.65,38,
8242596,300,,FUNGAL SEROLOGY,339,169.5,125.43,169.5,125.43,159.33,135.6,135.6,159.33,159.33,135.6,
8243670,300,80170,GENTAMICIN RANDOM,98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
8243677,300,80170,"GENTAMICIN, PEAK",98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
8244659,300,80170,"GENTAMICIN, TROUGH",98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
82283516,300,83516,GLIADIN  ANTI 11228,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8264004,300,80172,GOLD SERUM,92,46,34.04,46,34.04,43.24,36.8,36.8,43.24,43.24,36.8,
8286790,300,,HANTA VIRUS ANITBODY   ARL,351,175.5,129.87,175.5,129.87,164.97,140.4,140.4,164.97,164.97,140.4,
18287522,300,87522,HCV LIPA 19702,135,67.5,49.95,67.5,49.95,63.45,54,54,63.45,63.45,54,
8287522,300,87902,HCV RNA  37811,135,67.5,49.95,67.5,49.95,63.45,54,54,63.45,63.45,54,
8244446,300,87522,HEP C (SUPERQ) - 35645,278,139,102.86,139,102.86,130.66,111.2,111.2,130.66,130.66,111.2,
8244447,300,87522,HEP C PCR 11348 (new),22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8249237,300,86803,HEPATITIS C PROFILE      DO NOT USE,36,18,13.32,18,13.32,16.92,14.4,14.4,16.92,16.92,14.4,
8286694,300,86696,HERPES IgG 3640,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8286695,300,,HERPES IGM 90849,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8282157,300,,HIRSUTISM PROFILE,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8286022,300,86022,HIT AB,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
8286701,300,86701,HIV 1 & 2 DIFF 91432,40,20,14.8,20,14.8,18.8,16,16,18.8,18.8,16,
8286702,300,86702,HIV 1 & 2 DIFF 91432 - CHARGE ONLY,62,31,22.94,31,22.94,29.14,24.8,24.8,29.14,29.14,24.8,
8264210,300,80174,IMIPRAMINE,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8244550,300,,IMMUNO A/G/M 7083,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
8264236,300,86335,"IMMUNOFIX, URINE 213",69,34.5,25.53,34.5,25.53,32.43,27.6,27.6,32.43,32.43,27.6,
8264269,300,80299,INDERAL,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8200002,300,82330,IONIZED CALCIUM,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
8264368,300,,LACTOSE TOLERANCE,127,63.5,46.99,63.5,46.99,59.69,50.8,50.8,59.69,59.69,50.8,
8244147,300,83615,LDH TOTAL DO NOT USE RW,33,16.5,12.21,16.5,12.21,15.51,13.2,13.2,15.51,15.51,13.2,
828636,300,,LEUKEMIA LYMPHOMA EVAL,653,326.5,241.61,326.5,241.61,306.91,261.2,261.2,306.91,306.91,261.2,
8264459,300,80154,LIBRIUM,110,55,40.7,55,40.7,51.7,44,44,51.7,51.7,44,
8264467,300,80176,LIDOCAINE,35,17.5,12.95,17.5,12.95,16.45,14,14,16.45,16.45,14,
8264483,300,80178,LITHIUM 613,41,20.5,15.17,20.5,15.17,19.27,16.4,16.4,19.27,19.27,16.4,
18286376,300,86376,LIVER-KIDNEY AB15038,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8249100,300,,LYMPHOCYTE ENUMERATION PROFILE,296,148,109.52,148,109.52,139.12,118.4,118.4,139.12,139.12,118.4,
8283785,300,83785,MANGANESE,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8255342,300,83825,MERCURY (BLOOD),97,48.5,35.89,48.5,35.89,45.59,38.8,38.8,45.59,45.59,38.8,
8242554,300,,MRSA SURVEILLANCE SCREEN,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
8264608,300,86735,MUMPS VIRAL,80,40,29.6,40,29.6,37.6,32,32,37.6,37.6,32,
8242653,300,80188,MYSOLINE LEVEL,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8282523,300,82523,"N TELOPEPTIDE, SERUM",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
82825230,300,82523,"N TELOPEPTIDE, URINE",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8244340,300,80182,NORTRIPTYLINE,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8247389,300,80101,OPIATES IDENTIFICATION,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8288141,300,88141,PAP - ALABAMA PATH ABNORMAL,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8288142,300,88142,PAP - ALABAMA PATHOLOGY,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8243412,300,88142,PAP SMEAR 35455,97,48.5,35.89,48.5,35.89,45.59,38.8,38.8,45.59,45.59,38.8,
8263668,300,,PARANEOPLASTIC AUTO ANTIBODY,486,243,179.82,243,179.82,228.42,194.4,194.4,228.42,228.42,194.4,
8248899,300,85060,PERI SMEAR,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
8264780,300,80184,PHENOBARBITAL,69,34.5,25.53,34.5,25.53,32.43,27.6,27.6,32.43,32.43,27.6,
8244641,300,80185,PHENYTOIN,80,40,29.6,40,29.6,37.6,32,32,37.6,37.6,32,
8242505,300,84234,"PRA, PROGESTERONE RE",381,190.5,140.97,190.5,140.97,179.07,152.4,152.4,179.07,179.07,152.4,
8245037,300,81025,PREGNANCY TEST URINE,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
8240070,300,86592,PREMARITAL RPR,25,12.5,9.25,12.5,9.25,11.75,10,10,11.75,11.75,10,
8242612,300,80192,PROCAINAMIDE/NAPA,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8280197,300,80197,PROGRAF 70007,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
8243368,300,80299,PROPAFENONE (RYTHMOL),85,42.5,31.45,42.5,31.45,39.95,34,34,39.95,39.95,34,
8244220,300,84066,PROSTATIC ACID PHOSPHATASE,59,29.5,21.83,29.5,21.83,27.73,23.6,23.6,27.73,27.73,23.6,
8264848,300,84153,"PSA DIAGNOSTIC, TOTAL",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8264849,300,84153,"PSA SCREENING, TOTAL",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8284154,300,,"PSA, FREE & TOTAL 31348",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8248049,300,85730,PTT,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8264889,300,80194,QUINIDINE,87,43.5,32.19,43.5,32.19,40.89,34.8,34.8,40.89,40.89,34.8,
8286431,300,86431,RA TITER,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8243750,300,86003,RAST ALLERGY,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
82483516,300,83516,RIBOSOMAL P 34283,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8247889,300,,RMSF Ag(ROCKY MT SP FEVER)  ARL,77,38.5,28.49,38.5,28.49,36.19,30.8,30.8,36.19,36.19,30.8,
8264541,300,,RUBEOLA GROUP,182,91,67.34,91,67.34,85.54,72.8,72.8,85.54,85.54,72.8,
8243468,300,80299,RYTHMOL,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8244691,300,80329,SALICYLATE,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
8288886,300,,S-BERG LEAD,21,10.5,7.77,10.5,7.77,9.87,8.4,8.4,9.87,9.87,8.4,
8288885,300,,S-BERG ZPP,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8243404,300,84155,SERUM PROT ELECT 747,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
822491,300,,SIX-MMP,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8248239,300,88313,SPECIAL STAIN,28,14,10.36,14,10.36,13.16,11.2,11.2,13.16,13.16,11.2,
8659612,300,P9612,STRAIGHT CATH COLLECTION OF URINE SPEC,36,18,13.32,18,13.32,16.92,14.4,14.4,16.92,16.92,14.4,
8248254,300,88312,TC SPECIAL STAIN/GROUP 1,66,33,24.42,33,24.42,31.02,26.4,26.4,31.02,31.02,26.4,
8243487,300,80156,TEGRETOL,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
82387401,300,87400,TFC FLU A & B,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8263261,300,80198,THEOPHYLLINE,85,42.5,31.45,42.5,31.45,39.95,34,34,39.95,39.95,34,
8263352,300,84432,THYRO  anti panel 19584,76,38,28.12,38,28.12,35.72,30.4,30.4,35.72,35.72,30.4,
8265067,300,80200,TOBRAMYCIN PK ORDER AS MISC,97,48.5,35.89,48.5,35.89,45.59,38.8,38.8,45.59,45.59,38.8,
8265068,300,80200,TOBRAMYCIN TROUGH PLEASE ORDER AS MISC,97,48.5,35.89,48.5,35.89,45.59,38.8,38.8,45.59,45.59,38.8,
8265076,300,,TOXOPLASMA ANTIBODY GROUP,182,91,67.34,91,67.34,85.54,72.8,72.8,85.54,85.54,72.8,
82869052,300,86078,TRANSFUSION REACTION WORKUP,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8242620,300,80438,TRH STIMULATION TEST,297,148.5,109.89,148.5,109.89,139.59,118.8,118.8,139.59,139.59,118.8,
8284165,300,84154,"UIEP, RANDOM URINE",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
82888416,300,82570,"UPEP, RANDOM 8525",109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8247011,300,80164,VALPROIC ACID DO NOT USE RW,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8249260,300,80202,VANCOMYCIN PEAK,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8249200,300,80202,VANCOMYCIN RANDOM,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8249278,300,80202,VANCOMYCIN TROUGH,82,41,30.34,41,30.34,38.54,32.8,32.8,38.54,38.54,32.8,
8287252,300,87252,VIRAL CULTURE,77,38.5,28.49,38.5,28.49,36.19,30.8,30.8,36.19,36.19,30.8,
8255184,300,80168,ZARONTIN,98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
8246028,301,82270,*OCCULT BLOOD CHARGE,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
919191,301,82530,..TESTING ONLY CATACHOLAMINES URINE,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
919192,301,82530,..TESTING ONLY MYCOBACTERIUM CULTURE,99,49.5,36.63,49.5,36.63,46.53,39.6,39.6,46.53,46.53,39.6,
8263395,301,82248,.BILI DIRECT,31,15.5,11.47,15.5,11.47,14.57,12.4,12.4,14.57,14.57,12.4,
8244288,301,82247,.BILIRUBIN TOTAL,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
8264890,301,84702,.HCG (QUANTITATIVE) BETA,61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
8282131,301,82131,.METHYLCITRIC ACID,101,50.5,37.37,50.5,37.37,47.47,40.4,40.4,47.47,47.47,40.4,
8264624,301,83874,.MYOGLOBIN,76,38,28.12,38,28.12,35.72,30.4,30.4,35.72,35.72,30.4,
8284480,301,84480,.T3 TOTAL,101,50.5,37.37,50.5,37.37,47.47,40.4,40.4,47.47,47.47,40.4,
8243305,301,84436,.T4 TOTAL,42,21,15.54,21,15.54,19.74,16.8,16.8,19.74,19.74,16.8,
8244278,301,83498,17 HYDROXY PROGESTERONE,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
