SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO ,Cigna PPO,COMM VIVA Health PPO ,COMM Multiplan PPO ,COMM Humana PPO,Humana MCR ,UHC MCR ,BCBSAL MCR ,Cigna Healthspring MCR ,VIVA Health MCR,Aetna/Coventry MCR 
1314435,PREALBUMIN,84134,1524.74,2/6/2022,320.1954,533.659,7776.174,681.55878,94.53388,83.8607,681.55878,250.05736,460.47148,405.58084,160.0977,138.75134,77.76174,88.43492,86.91018,7776.174,80.81122,89.95966
1210149,CEFOXITIN 1GM INJ,J0694,123.5,2/6/2022,25.935,43.225,629.85,55.2045,7.657,6.7925,55.2045,20.254,37.297,32.851,12.9675,11.2385,6.2985,7.163,7.0395,629.85,6.5455,7.2865
1219721,GENTAMYC 0.3%OS 5ML,,155,2/6/2022,32.55,54.25,790.5,69.285,9.61,8.525,69.285,25.42,46.81,41.23,16.275,14.105,7.905,8.99,8.835,790.5,8.215,9.145
7210930,LIDOCAIN 2%/EPI 20ML,,195,2/6/2022,40.95,68.25,994.5,87.165,12.09,10.725,87.165,31.98,58.89,51.87,20.475,17.745,9.945,11.31,11.115,994.5,10.335,11.505
1214556,NOREPI 16MG NS 250ML,,273,2/6/2022,57.33,95.55,1392.3,122.031,16.926,15.015,122.031,44.772,82.446,72.618,28.665,24.843,13.923,15.834,15.561,1392.3,14.469,16.107
1510192,RT-DESIGN MIC DEV,77338,42299.7,2/6/2022,8882.937,14804.895,215728.47,18907.9659,2622.5814,2326.4835,18907.9659,6937.1508,12774.5094,11251.7202,4441.4685,3849.2727,2157.2847,2453.3826,2411.0829,215728.47,2241.8841,2495.6823
1215230,SPS 15GM/60MLOR 1ML,,2,2/6/2022,0.42,0.7,10.2,0.894,0.124,0.11,0.894,0.328,0.604,0.532,0.21,0.182,0.102,0.116,0.114,10.2,0.106,0.118
1510203,RT-IMRT COMPLEX,77386,5449.55,2/6/2022,1144.4055,1907.3425,27792.705,2435.94885,337.8721,299.72525,2435.94885,893.7262,1645.7641,1449.5803,572.20275,495.90905,277.92705,316.0739,310.62435,27792.705,288.82615,321.52345
7211442,SITAGLIPTIN 50MG TAB,,39.5,2/6/2022,8.295,13.825,201.45,17.6565,2.449,2.1725,17.6565,6.478,11.929,10.507,4.1475,3.5945,2.0145,2.291,2.2515,201.45,2.0935,2.3305
1314426,"PHOSPHORUS, URINE",84105,133.58,2/6/2022,28.0518,46.753,681.258,59.71026,8.28196,7.3469,59.71026,21.90712,40.34116,35.53228,14.0259,12.15578,6.81258,7.74764,7.61406,681.258,7.07974,7.88122
1217040,BELLAD/PHENOB 16.2TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
2850089,IR-ANGIO PELVIC SEL,75736,11890.07,2/6/2022,2496.9147,4161.5245,60639.357,5314.86129,737.18434,653.95385,5314.86129,1949.97148,3590.80114,3162.75862,1248.45735,1081.99637,606.39357,689.62406,677.73399,60639.357,630.17371,701.51413
1210183,ENOXAPARIN 10MG INJ,J1650,89,2/6/2022,18.69,31.15,453.9,39.783,5.518,4.895,39.783,14.596,26.878,23.674,9.345,8.099,4.539,5.162,5.073,453.9,4.717,5.251
1314567,ANA,86038,735.22,2/6/2022,154.3962,257.327,3749.622,328.64334,45.58364,40.4371,328.64334,120.57608,222.03644,195.56852,77.1981,66.90502,37.49622,42.64276,41.90754,3749.622,38.96666,43.37798
1211886,RIFAXIMIN 550MG TAB,,108,2/6/2022,22.68,37.8,550.8,48.276,6.696,5.94,48.276,17.712,32.616,28.728,11.34,9.828,5.508,6.264,6.156,550.8,5.724,6.372
1218209,PN VIT/FE/FA 27-1 TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1663073,US-ABDOMEN RETROPER,76770,2126.93,2/6/2022,446.6553,744.4255,10847.343,950.73771,131.86966,116.98115,950.73771,348.81652,642.33286,565.76338,223.32765,193.55063,108.47343,123.36194,121.23501,10847.343,112.72729,125.48887
1314699,"HEP A AB, TOTAL",86708,644.54,2/6/2022,135.3534,225.589,3287.154,288.10938,39.96148,35.4497,288.10938,105.70456,194.65108,171.44764,67.6767,58.65314,32.87154,37.38332,36.73878,3287.154,34.16062,38.02786
1218424,GUAIFE 20MG/MLOR 5ML,,3.8,2/6/2022,0.798,1.33,19.38,1.6986,0.2356,0.209,1.6986,0.6232,1.1476,1.0108,0.399,0.3458,0.1938,0.2204,0.2166,19.38,0.2014,0.2242
1610104,FL-UROGRAPH RETRO DR,74420,2540.15,2/6/2022,533.4315,889.0525,12954.765,1135.44705,157.4893,139.70825,1135.44705,416.5846,767.1253,675.6799,266.71575,231.15365,129.54765,147.3287,144.78855,12954.765,134.62795,149.86885
1824970,PROS TRN INI15MI PT,97761,281.27,2/6/2022,59.0667,98.4445,1434.477,125.72769,17.43874,15.46985,125.72769,46.12828,84.94354,74.81782,29.53335,25.59557,14.34477,16.31366,16.03239,1434.477,14.90731,16.59493
1219198,CALCIPOT.005%OIN60GM,,2606,2/6/2022,547.26,912.1,13290.6,1164.882,161.572,143.33,1164.882,427.384,787.012,693.196,273.63,237.146,132.906,151.148,148.542,13290.6,138.118,153.754
1217687,FENTANY 100MCG/HR PT,,880.5,2/6/2022,184.905,308.175,4490.55,393.5835,54.591,48.4275,393.5835,144.402,265.911,234.213,92.4525,80.1255,44.9055,51.069,50.1885,4490.55,46.6665,51.9495
1217269,CARBAMAZEP 100MG CHW,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1213858,GRAFIX PRIME SQ CM,Q4133,1800,2/6/2022,378,630,9180,804.6,111.6,99,804.6,295.2,543.6,478.8,189,163.8,91.8,104.4,102.6,9180,95.4,106.2
1670305,MR-UPPER JOINT W,73222,13425.68,2/6/2022,2819.3928,4698.988,68470.968,6001.27896,832.39216,738.4124,6001.27896,2201.81152,4054.55536,3571.23088,1409.6964,1221.73688,684.70968,778.68944,765.26376,68470.968,711.56104,792.11512
1315084,LEUKOCY ASSES FEC QL,89055,256.3,2/6/2022,53.823,89.705,1307.13,114.5661,15.8906,14.0965,114.5661,42.0332,77.4026,68.1758,26.9115,23.3233,13.0713,14.8654,14.6091,1307.13,13.5839,15.1217
1212219,INSULIN 1 UNT INJ,,1.6,2/6/2022,0.336,0.56,8.16,0.7152,0.0992,0.088,0.7152,0.2624,0.4832,0.4256,0.168,0.1456,0.0816,0.0928,0.0912,8.16,0.0848,0.0944
1314292,GGT,82977,670.06,2/6/2022,140.7126,234.521,3417.306,299.51682,41.54372,36.8533,299.51682,109.88984,202.35812,178.23596,70.3563,60.97546,34.17306,38.86348,38.19342,3417.306,35.51318,39.53354
7211037,PERINDOPRIL 2MG TAB,,15,2/6/2022,3.15,5.25,76.5,6.705,0.93,0.825,6.705,2.46,4.53,3.99,1.575,1.365,0.765,0.87,0.855,76.5,0.795,0.885
2811945,S-SKIN BIOP PUNC ADD,SURG,1563.84,2/6/2022,328.4064,547.344,7975.584,699.03648,96.95808,86.0112,699.03648,256.46976,472.27968,415.98144,164.2032,142.30944,79.75584,90.70272,89.13888,7975.584,82.88352,92.26656
1221030,AMINO ACID 4.25/5 DE,,471.5,2/6/2022,99.015,165.025,2404.65,210.7605,29.233,25.9325,210.7605,77.326,142.393,125.419,49.5075,42.9065,24.0465,27.347,26.8755,2404.65,24.9895,27.8185
1180022,OPEN HRT LV 2 EA AD,SURG,439.29,2/6/2022,92.2509,153.7515,2240.379,196.36263,27.23598,24.16095,196.36263,72.04356,132.66558,116.85114,46.12545,39.97539,22.40379,25.47882,25.03953,2240.379,23.28237,25.91811
2850069,S-ABDOMEN ADD ORDER,36248,19076.13,2/6/2022,4005.9873,6676.6455,97288.263,8527.03011,1182.72006,1049.18715,8527.03011,3128.48532,5760.99126,5074.25058,2002.99365,1735.92783,972.88263,1106.41554,1087.33941,97288.263,1011.03489,1125.49167
1219224,CLINDAMYC 1%GEL 30GM,,200,2/6/2022,42,70,1020,89.4,12.4,11,89.4,32.8,60.4,53.2,21,18.2,10.2,11.6,11.4,1020,10.6,11.8
1314436,PREGNANEDIOL,84135,196.57,2/6/2022,41.2797,68.7995,1002.507,87.86679,12.18734,10.81135,87.86679,32.23748,59.36414,52.28762,20.63985,17.88787,10.02507,11.40106,11.20449,1002.507,10.41821,11.59763
1218897,FOSFOMYC 3GM POW PKT,,59,2/6/2022,12.39,20.65,300.9,26.373,3.658,3.245,26.373,9.676,17.818,15.694,6.195,5.369,3.009,3.422,3.363,300.9,3.127,3.481
1610043,SP-ENT SPN 4OR5 V DR,72083,1676.78,2/6/2022,352.1238,586.873,8551.578,749.52066,103.96036,92.2229,749.52066,274.99192,506.38756,446.02348,176.0619,152.58698,85.51578,97.25324,95.57646,8551.578,88.86934,98.93002
1321200,INS HYBR AUT SNG PR,88373,259.01,2/6/2022,54.3921,90.6535,1320.951,115.77747,16.05862,14.24555,115.77747,42.47764,78.22102,68.89666,27.19605,23.56991,13.20951,15.02258,14.76357,1320.951,13.72753,15.28159
2850073,S-IVUS ADD VESSEL,SURG,11321.55,2/6/2022,2377.5255,3962.5425,57739.905,5060.73285,701.9361,622.68525,5060.73285,1856.7342,3419.1081,3011.5323,1188.76275,1030.26105,577.39905,656.6499,645.32835,57739.905,600.04215,667.97145
1061277,"P-REPAIR LEAD, DUAL",SURG,22625.72,2/6/2022,4751.4012,7919.002,115391.172,10113.69684,1402.79464,1244.4146,10113.69684,3710.61808,6832.96744,6018.44152,2375.7006,2058.94052,1153.91172,1312.29176,1289.66604,115391.172,1199.16316,1334.91748
1214836,EPOET ALF-EPBX 1000U,Q5106,144,2/6/2022,30.24,50.4,734.4,64.368,8.928,7.92,64.368,23.616,43.488,38.304,15.12,13.104,7.344,8.352,8.208,734.4,7.632,8.496
7212208,DIGOXIN IMMUNE FAB,J1162,5130,2/6/2022,1077.3,1795.5,26163,2293.11,318.06,282.15,2293.11,841.32,1549.26,1364.58,538.65,466.83,261.63,297.54,292.41,26163,271.89,302.67
1612166,UE-SHOULDER 1V CR,73020,1612.71,2/6/2022,338.6691,564.4485,8224.821,720.88137,99.98802,88.69905,720.88137,264.48444,487.03842,428.98086,169.33455,146.75661,82.24821,93.53718,91.92447,8224.821,85.47363,95.14989
155110,R&B M/S PRIVATE,,4969.54,2/6/2022,1043.6034,1739.339,25344.654,2221.38438,308.11148,273.3247,2221.38438,815.00456,1500.80108,1321.89764,521.8017,452.22814,253.44654,288.23332,283.26378,25344.654,263.38562,293.20286
1414675,INT SHTH FIX NO-PL 1,C1893,417.78,2/6/2022,87.7338,146.223,2130.678,186.74766,25.90236,22.9779,186.74766,68.51592,126.16956,111.12948,43.8669,38.01798,21.30678,24.23124,23.81346,2130.678,22.14234,24.64902
1315123,BLD OCC NON CA SCREE,82272,27.15,2/6/2022,5.7015,9.5025,138.465,12.13605,1.6833,1.49325,12.13605,4.4526,8.1993,7.2219,2.85075,2.47065,1.38465,1.5747,1.54755,138.465,1.43895,1.60185
1221014,RINGER LAC UP TO 1L,J7120,380,2/6/2022,79.8,133,1938,169.86,23.56,20.9,169.86,62.32,114.76,101.08,39.9,34.58,19.38,22.04,21.66,1938,20.14,22.42
1321077,SURG PATH GROSS LVL3,88304,1378.13,2/6/2022,289.4073,482.3455,7028.463,616.02411,85.44406,75.79715,616.02411,226.01332,416.19526,366.58258,144.70365,125.40983,70.28463,79.93154,78.55341,7028.463,73.04089,81.30967
1213083,OLANZAPINE 15MG ODT,,142,2/6/2022,29.82,49.7,724.2,63.474,8.804,7.81,63.474,23.288,42.884,37.772,14.91,12.922,7.242,8.236,8.094,724.2,7.526,8.378
1610110,FL-UCG VOIDING,74455,2119.87,2/6/2022,445.1727,741.9545,10811.337,947.58189,131.43194,116.59285,947.58189,347.65868,640.20074,563.88542,222.58635,192.90817,108.11337,122.95246,120.83259,10811.337,112.35311,125.07233
1214598,STRAVIX SQ CM,Q4133,375,2/6/2022,78.75,131.25,1912.5,167.625,23.25,20.625,167.625,61.5,113.25,99.75,39.375,34.125,19.125,21.75,21.375,1912.5,19.875,22.125
1217986,METOCLOPRAMID 10MGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1218068,NEO/POLY/DEX.1%OS 5M,,745,2/6/2022,156.45,260.75,3799.5,333.015,46.19,40.975,333.015,122.18,224.99,198.17,78.225,67.795,37.995,43.21,42.465,3799.5,39.485,43.955
1825039,NEUR RE-ED-15MIN PTA,97112,291.05,2/6/2022,61.1205,101.8675,1484.355,130.09935,18.0451,16.00775,130.09935,47.7322,87.8971,77.4193,30.56025,26.48555,14.84355,16.8809,16.58985,1484.355,15.42565,17.17195
2850080,IR-THOR AORTA NO SER,75600,9307.02,2/6/2022,1954.4742,3257.457,47465.802,4160.23794,577.03524,511.8861,4160.23794,1526.35128,2810.72004,2475.66732,977.2371,846.93882,474.65802,539.80716,530.50014,47465.802,493.27206,549.11418
1061514,S-ILIAC REVAS W STNT,SURG,99999,2/6/2022,20999.79,34999.65,509994.9,44699.553,6199.938,5499.945,44699.553,16399.836,30199.698,26599.734,10499.895,9099.909,5099.949,5799.942,5699.943,509994.9,5299.947,5899.941
7211971,AMPICILLIN/SUB 1.5GM,J0295,193.5,2/6/2022,40.635,67.725,986.85,86.4945,11.997,10.6425,86.4945,31.734,58.437,51.471,20.3175,17.6085,9.8685,11.223,11.0295,986.85,10.2555,11.4165
1020031,EEG 61-119 MIN,95813,3363.89,2/6/2022,706.4169,1177.3615,17155.839,1503.65883,208.56118,185.01395,1503.65883,551.67796,1015.89478,894.79474,353.20845,306.11399,171.55839,195.10562,191.74173,17155.839,178.28617,198.46951
1314670,"ENCEPH, EAST EQUINE",86652,148.24,2/6/2022,31.1304,51.884,756.024,66.26328,9.19088,8.1532,66.26328,24.31136,44.76848,39.43184,15.5652,13.48984,7.56024,8.59792,8.44968,756.024,7.85672,8.74616
1210196,CEFTRIAXONE 250MGINJ,J0696,48,2/6/2022,10.08,16.8,244.8,21.456,2.976,2.64,21.456,7.872,14.496,12.768,5.04,4.368,2.448,2.784,2.736,244.8,2.544,2.832
15206,R&B M/S PVT TELEM,,6486.68,2/6/2022,1362.2028,2270.338,33082.068,2899.54596,402.17416,356.7674,2899.54596,1063.81552,1958.97736,1725.45688,681.1014,590.28788,330.82068,376.22744,369.74076,33082.068,343.79404,382.71412
1719000,TRACH TUBE CHANGE,SURG,1285.28,2/6/2022,269.9088,449.848,6554.928,574.52016,79.68736,70.6904,574.52016,210.78592,388.15456,341.88448,134.9544,116.96048,65.54928,74.54624,73.26096,6554.928,68.11984,75.83152
1218551,ACARBOSE 50MG TAB,,5,2/6/2022,1.05,1.75,25.5,2.235,0.31,0.275,2.235,0.82,1.51,1.33,0.525,0.455,0.255,0.29,0.285,25.5,0.265,0.295
1221363,AA-CA 8%/D10W 1000ML,,500,2/6/2022,105,175,2550,223.5,31,27.5,223.5,82,151,133,52.5,45.5,25.5,29,28.5,2550,26.5,29.5
1691021,IR-ANGIO EXTREM UNI,75710,13748.22,2/6/2022,2887.1262,4811.877,70115.922,6145.45434,852.38964,756.1521,6145.45434,2254.70808,4151.96244,3657.02652,1443.5631,1251.08802,701.15922,797.39676,783.64854,70115.922,728.65566,811.14498
1414402,CATH-INFUS PERIF 3,C1751,313.31,2/6/2022,65.7951,109.6585,1597.881,140.04957,19.42522,17.23205,140.04957,51.38284,94.61962,83.34046,32.89755,28.51121,15.97881,18.17198,17.85867,1597.881,16.60543,18.48529
1210195,CEFTRIAXONE 250MGINJ,J0696,79,2/6/2022,16.59,27.65,402.9,35.313,4.898,4.345,35.313,12.956,23.858,21.014,8.295,7.189,4.029,4.582,4.503,402.9,4.187,4.661
1218147,PANTOPRAZO 40MG ECTB,,32.5,2/6/2022,6.825,11.375,165.75,14.5275,2.015,1.7875,14.5275,5.33,9.815,8.645,3.4125,2.9575,1.6575,1.885,1.8525,165.75,1.7225,1.9175
1321180,CYTO UR 3-5 PROB CMP,88121,327.43,2/6/2022,68.7603,114.6005,1669.893,146.36121,20.30066,18.00865,146.36121,53.69852,98.88386,87.09638,34.38015,29.79613,16.69893,18.99094,18.66351,1669.893,17.35379,19.31837
1824955,MNL THRPY-15 MIN PT,97140,310.6,2/6/2022,65.226,108.71,1584.06,138.8382,19.2572,17.083,138.8382,50.9384,93.8012,82.6196,32.613,28.2646,15.8406,18.0148,17.7042,1584.06,16.4618,18.3254
1218204,PRAVASTATIN 20MG TAB,,3.3,2/6/2022,0.693,1.155,16.83,1.4751,0.2046,0.1815,1.4751,0.5412,0.9966,0.8778,0.3465,0.3003,0.1683,0.1914,0.1881,16.83,0.1749,0.1947
1872332,STD COG TST 1 HR,96125,510.42,2/6/2022,107.1882,178.647,2603.142,228.15774,31.64604,28.0731,228.15774,83.70888,154.14684,135.77172,53.5941,46.44822,26.03142,29.60436,29.09394,2603.142,27.05226,30.11478
1825065,DEBRDE EA AD20CM PTA,97598,752.06,2/6/2022,157.9326,263.221,3835.506,336.17082,46.62772,41.3633,336.17082,123.33784,227.12212,200.04796,78.9663,68.43746,38.35506,43.61948,42.86742,3835.506,39.85918,44.37154
1217546,LIOTRIX 60MG TAB,,4.3,2/6/2022,0.903,1.505,21.93,1.9221,0.2666,0.2365,1.9221,0.7052,1.2986,1.1438,0.4515,0.3913,0.2193,0.2494,0.2451,21.93,0.2279,0.2537
1314234,DIHYDROXY VITAMIN D,82652,514.22,2/6/2022,107.9862,179.977,2622.522,229.85634,31.88164,28.2821,229.85634,84.33208,155.29444,136.78252,53.9931,46.79402,26.22522,29.82476,29.31054,2622.522,27.25366,30.33898
7210364,THIAMINE 50MG TAB,,1,2/6/2022,0.21,0.35,5.1,0.447,0.062,0.055,0.447,0.164,0.302,0.266,0.105,0.091,0.051,0.058,0.057,5.1,0.053,0.059
1219191,BUPI-MPF.25%/EPI 30M,,191.5,2/6/2022,40.215,67.025,976.65,85.6005,11.873,10.5325,85.6005,31.406,57.833,50.939,20.1075,17.4265,9.7665,11.107,10.9155,976.65,10.1495,11.2985
1160132,AD PROCEDURE GI LV 2,SURG,4105.62,2/6/2022,862.1802,1436.967,20938.662,1835.21214,254.54844,225.8091,1835.21214,673.32168,1239.89724,1092.09492,431.0901,373.61142,209.38662,238.12596,234.02034,20938.662,217.59786,242.23158
1630014,CTA-ABDOMEN PELVIS,74174,20584.04,2/6/2022,4322.6484,7204.414,104978.604,9201.06588,1276.21048,1132.1222,9201.06588,3375.78256,6216.38008,5475.35464,2161.3242,1873.14764,1049.78604,1193.87432,1173.29028,104978.604,1090.95412,1214.45836
7212039,FENTANY CIT 0.1MGINJ,J3010,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1815049,COM-WK REIN-15MN PTA,97537,244.89,2/6/2022,51.4269,85.7115,1248.939,109.46583,15.18318,13.46895,109.46583,40.16196,73.95678,65.14074,25.71345,22.28499,12.48939,14.20362,13.95873,1248.939,12.97917,14.44851
1610038,SP-T SPINE 3 VIEW DR,72072,2719.34,2/6/2022,571.0614,951.769,13868.634,1215.54498,168.59908,149.5637,1215.54498,445.97176,821.24068,723.34444,285.5307,247.45994,138.68634,157.72172,155.00238,13868.634,144.12502,160.44106
1212517,HEPATITIS B GLOB 1ML,90371,965,2/6/2022,202.65,337.75,4921.5,431.355,59.83,53.075,431.355,158.26,291.43,256.69,101.325,87.815,49.215,55.97,55.005,4921.5,51.145,56.935
1212019,LIOTHYRONINE 50MCGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
2811458,S-LIVER ABSC/CYS DRN,SURG,6018.61,2/6/2022,1263.9081,2106.5135,30694.911,2690.31867,373.15382,331.02355,2690.31867,987.05204,1817.62022,1600.95026,631.95405,547.69351,306.94911,349.07938,343.06077,30694.911,318.98633,355.09799
1314897,VIRUS INOCU SHELL VI,87254,1144.1,2/6/2022,240.261,400.435,5834.91,511.4127,70.9342,62.9255,511.4127,187.6324,345.5182,304.3306,120.1305,104.1131,58.3491,66.3578,65.2137,5834.91,60.6373,67.5019
1214285,PREDNISONE 1MG ORAL,J7512,0.2,2/6/2022,0.042,0.07,1.02,0.0894,0.0124,0.011,0.0894,0.0328,0.0604,0.0532,0.021,0.0182,0.0102,0.0116,0.0114,1.02,0.0106,0.0118
1211217,MORPHINE PF 10MG INJ,J2274,238.5,2/6/2022,50.085,83.475,1216.35,106.6095,14.787,13.1175,106.6095,39.114,72.027,63.441,25.0425,21.7035,12.1635,13.833,13.5945,1216.35,12.6405,14.0715
1314174,CARBON MONOXIDE QUAN,82375,783.01,2/6/2022,164.4321,274.0535,3993.351,350.00547,48.54662,43.06555,350.00547,128.41364,236.46902,208.28066,82.21605,71.25391,39.93351,45.41458,44.63157,3993.351,41.49953,46.19759
1913229,IMM ADM EA ADD VACC,90472,208.51,2/6/2022,43.7871,72.9785,1063.401,93.20397,12.92762,11.46805,93.20397,34.19564,62.97002,55.46366,21.89355,18.97441,10.63401,12.09358,11.88507,1063.401,11.05103,12.30209
1218949,DESIPRAMINE 10MG TAB,,5.8,2/6/2022,1.218,2.03,29.58,2.5926,0.3596,0.319,2.5926,0.9512,1.7516,1.5428,0.609,0.5278,0.2958,0.3364,0.3306,29.58,0.3074,0.3422
7212146,CYCLOSPORNE 100MG PO,J7502,14,2/6/2022,2.94,4.9,71.4,6.258,0.868,0.77,6.258,2.296,4.228,3.724,1.47,1.274,0.714,0.812,0.798,71.4,0.742,0.826
7211422,TOLNAFTA 1% SPY 130G,,30,2/6/2022,6.3,10.5,153,13.41,1.86,1.65,13.41,4.92,9.06,7.98,3.15,2.73,1.53,1.74,1.71,153,1.59,1.77
1413058,CATH SUPRPUBC-CYSTO2,C2627,1711.43,2/6/2022,359.4003,599.0005,8728.293,765.00921,106.10866,94.12865,765.00921,280.67452,516.85186,455.24038,179.70015,155.74013,87.28293,99.26294,97.55151,8728.293,90.70579,100.97437
1670782,LE-KNEE1TO2V BI DR,73560,3430.13,2/6/2022,720.3273,1200.5455,17493.663,1533.26811,212.66806,188.65715,1533.26811,562.54132,1035.89926,912.41458,360.16365,312.14183,174.93663,198.94754,195.51741,17493.663,181.79689,202.37767
1210425,BUTENAFINE 1%CRM 12G,,71.5,2/6/2022,15.015,25.025,364.65,31.9605,4.433,3.9325,31.9605,11.726,21.593,19.019,7.5075,6.5065,3.6465,4.147,4.0755,364.65,3.7895,4.2185
1710964,INH BRON CHALL TEST,95070,1213.61,2/6/2022,254.8581,424.7635,6189.411,542.48367,75.24382,66.74855,542.48367,199.03204,366.51022,322.82026,127.42905,110.43851,61.89411,70.38938,69.17577,6189.411,64.32133,71.60299
1670244,MR-LUMB SPINE WO,72148,10537.46,2/6/2022,2212.8666,3688.111,53741.046,4710.24462,653.32252,579.5603,4710.24462,1728.14344,3182.31292,2802.96436,1106.4333,958.90886,537.41046,611.17268,600.63522,53741.046,558.48538,621.71014
1213949,VORTIOXETINE 5MG TAB,,55,2/6/2022,11.55,19.25,280.5,24.585,3.41,3.025,24.585,9.02,16.61,14.63,5.775,5.005,2.805,3.19,3.135,280.5,2.915,3.245
1218757,NEO/BAC/POLY/HC 3.5G,,149,2/6/2022,31.29,52.15,759.9,66.603,9.238,8.195,66.603,24.436,44.998,39.634,15.645,13.559,7.599,8.642,8.493,759.9,7.897,8.791
1219520,POLY10K-TRIM.1%OS10M,,339.5,2/6/2022,71.295,118.825,1731.45,151.7565,21.049,18.6725,151.7565,55.678,102.529,90.307,35.6475,30.8945,17.3145,19.691,19.3515,1731.45,17.9935,20.0305
7211216,ATOMOXETINE 10MG PO,,38.5,2/6/2022,8.085,13.475,196.35,17.2095,2.387,2.1175,17.2095,6.314,11.627,10.241,4.0425,3.5035,1.9635,2.233,2.1945,196.35,2.0405,2.2715
1219708,BETHANECHOL 10MG TAB,,3,2/6/2022,0.63,1.05,15.3,1.341,0.186,0.165,1.341,0.492,0.906,0.798,0.315,0.273,0.153,0.174,0.171,15.3,0.159,0.177
1610073,UE-FINGER S 2VPLS DR,73140,1547.01,2/6/2022,324.8721,541.4535,7889.751,691.51347,95.91462,85.08555,691.51347,253.70964,467.19702,411.50466,162.43605,140.77791,78.89751,89.72658,88.17957,7889.751,81.99153,91.27359
282843,EXTERNAL CEPHALIC VE,59412,8039.12,2/6/2022,1688.2152,2813.692,40999.512,3593.48664,498.42544,442.1516,3593.48664,1318.41568,2427.81424,2138.40592,844.1076,731.55992,409.99512,466.26896,458.22984,40999.512,426.07336,474.30808
1314094,HEMOLYS-AGGLUT AUTO,86940,114.57,2/6/2022,24.0597,40.0995,584.307,51.21279,7.10334,6.30135,51.21279,18.78948,34.60014,30.47562,12.02985,10.42587,5.84307,6.64506,6.53049,584.307,6.07221,6.75963
1131112,ANES LV 2 INI 15 MIN,,1750.63,2/6/2022,367.6323,612.7205,8928.213,782.53161,108.53906,96.28465,782.53161,287.10332,528.69026,465.66758,183.81615,159.30733,89.28213,101.53654,99.78591,8928.213,92.78339,103.28717
1217125,THIOTHIXENE 5MG CAP,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1210282,CLOBETAS .05% CR 30G,,150,2/6/2022,31.5,52.5,765,67.05,9.3,8.25,67.05,24.6,45.3,39.9,15.75,13.65,7.65,8.7,8.55,765,7.95,8.85
1621653,US-EXT COMP JNT BI,76881,1436.24,2/6/2022,301.6104,502.684,7324.824,641.99928,89.04688,78.9932,641.99928,235.54336,433.74448,382.03984,150.8052,130.69784,73.24824,83.30192,81.86568,7324.824,76.12072,84.73816
1814938,MECH TRACTN-VST PT,97012,237.83,2/6/2022,49.9443,83.2405,1212.933,106.31001,14.74546,13.08065,106.31001,39.00412,71.82466,63.26278,24.97215,21.64253,12.12933,13.79414,13.55631,1212.933,12.60499,14.03197
1814937,HOT-COLD PACKS PT,97010,51.59,2/6/2022,10.8339,18.0565,263.109,23.06073,3.19858,2.83745,23.06073,8.46076,15.58018,13.72294,5.41695,4.69469,2.63109,2.99222,2.94063,263.109,2.73427,3.04381
1218827,FELODIPINE 10MG SRTB,,14.5,2/6/2022,3.045,5.075,73.95,6.4815,0.899,0.7975,6.4815,2.378,4.379,3.857,1.5225,1.3195,0.7395,0.841,0.8265,73.95,0.7685,0.8555
1212314,METHYLPREDNIS 4MG PO,J7509,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1414711,JOINT DEVICE IMPLT12,C1776,99999.3,2/6/2022,20999.853,34999.755,509996.43,44699.6871,6199.9566,5499.9615,44699.6871,16399.8852,30199.7886,26599.8138,10499.9265,9099.9363,5099.9643,5799.9594,5699.9601,509996.43,5299.9629,5899.9587
