CLAY COUNTY HOSPITAL,,,
CHARGEMASTER,,,
,,,
DESCRIPTION,CPT CD,CHARGE,
BOOT EZ LARGE,,162,
BOOT EZ REGULAR,,162,
BOTTLES 8OZ.,,6,
BOUDREAUX'S BUTT PASTE  CH/1 4OZ UD,,15,
BOUDREAUX'S BUTT PASTE 16OZ JAR (CH1),,32.6,
BOVIE TIP (Dr. Michna),,19,
BOWIE DICK TEST PAD,,11,
BP MONITOR BP785N,,62.54,
BRA SPORTS (WAL MART),,20,
BRACE ANKLE,,15.9,
BRCA COMPREHENSIVE TEST   ID 152803,81163,3914,
BREO ELLIPTA 100/25mcg INH 30 DOSES CH60,,12.73,
BREO ELLIPTA 100mcg/25mcg INH (14D) CH/1,,257,
BREVOXYL GEL {BENZOYL PEROXIDE 8%},,0.67,
BREVOXYL-8 CREAMY WASH CH/BOX,,0.75,
Brilinta TAB 90MG,,14,
BRIMONIDINE 0.15% OPTH (ALPHAGAN) 10ML,,100,
BRIMONIDINE TARTRA 0.2% OPHTH 15ML CH/ML,,12.63,
BRIMONIDINE TARTRA 0.2% OPHTH 5ML CH/ML,,8.28,
BRISDELLE 7.5MG CAP,,11,
BROMFED DM SYRUP 10-30-2MG/5ML (CHG/ML),,0.5,
BRONCHOSCOPY,,1005,
BRONCHOSCOPY WITH BIOPSY,31625,1503,
BROVANA INH SOLN 15MCG/2MCH/VIAL,,25,
BRUCELLOSIS TITER   ID 6933,86622,342,
BRUSHINGS/BRONCHOSCOPY,31623,1503,
BSS 500cc,,34,
BUDESONIDE 1MG/2ML,,44,
BUDESONIDE 3MG CAP {ENTOCORT EC},,30,
BUMETANIDE {BUMEX} TAB   1MG,,6,
BUMETANIDE {BUMEX} TAB   2MG  U/D,,6,
BUMETANIDE {BUMEX} TAB 0.5MG UD,,6,
BUMETANIDE {BUMEX} TAB 1MG,,4,
BUMETANIDE {BUMEX} TAB 2MG,,6,
BUMETANIDE {BUMEX}INJ  0.25MG/ML 10ML,,25,
BUMETANIDE {BUMEX}INJ 0.5MG/2ML,,19,
BUMETANIDE {BUMEX}INJ 1MG/4ML UD,J3490,25,
BUN-REPEAT SAME DAY   ID 152126,84520,45,
BUPIVACAINE 0.25% 30ML SDV,,22,
buPROPion  XL {WELLBUT XL}TAB  150MG UD,,6,
buPROPion ER 100MG (WELLBUTRIN),,6,
buPROPion HCL 75MG TAB {WELLBUTRIN},,4,
buPROPion HYDROCHLORIDE 100MG TAB,,6,
buPROPion SR {WELLBUTRINSR} TAB 150MG UD,,6,
buPROPion SR 100MG TAB (WELLBUTRIN SR),,6,
buPROPion XL {WELLBUTRIN XL} 150 MG,,6,
buPROPion XL 300MG {WELLBUTRIN XL},,6,
busPIRone {BUSPAR} TAB 10MG UD,,6,
busPIRone {BUSPAR} TAB 15MG UD,,6,
busPIRone {BUSPAR} TAB 5MG UD,,6,
busPIRone {BUSPAR} TAB 7.5MG,,6,
BUTA/ACET/CAF {FIORICET} 50/325/40MG UD,,6,
BUTALBITAL-ACETAMINOPHEN 50MG/325MG,,6,
BUTAMIDE    ID 152641,82491,917,
BUTORPHANOL {STADOL} 10MG SPRAY CH/ML,,63.39,
BYETTA INJ 5MCG/DOSE (60doses)CHG 1.2ML,,375,
BYETTA INJ. 10MCG/DOSE (60 D0SES)CHG2.4,,435,
BYETTA INJ. 10MCG/DOSE (60 D0SES)CHG2.4,,435,
BYSTOLIC 5MG TAB,,13.45,
BYSTOLIC TAB  10MG,,12.5,
C  NATE DHA 200MG / 1MG,,4,
C NATE DHA 200MG/1MG CAPSULE,,6,
CA 19-9   ID 6989,86301,97,
CABLE MACROLYTE CONMED  400-2100,,11,
CALCIPOTRIENE {DOVONEX} 0.005% CRM,,12,
CALCITONIN NASAL SPRAY (FORTICAL) CH/ML,,33.5,
CALCITRIOL 0.25mcg CAPS,,6,
CALCIUM - 24 HOUR URINE   ID 6935,82340,26,
CALCIUM  GLUCONATE 10% 100MG/ML 10ML,,35,
CALCIUM 500MG + D TAB (CALCIUM CARB),,6,
CALCIUM CARBONATE (10gr) 640mg tab,,6,
CALCIUM CHL 10% 1GM/10ML SYRINGE,,32,
CALCIUM GLUCONATE 10% .465MEQ(chg/10ml),J0610,20,
CALCIUM-REPEAT SAME DAY   ID 152140,82310,45,
CALIBER 4R HYGROMETER,,377,
CALLUS CUSHION,,0.8,
CALMOSEPTINE OINT 2.5OZ JAR CH1,,10.12,
CALTRATE 600MG + D 400IU TAB {CA CARB}UD,,6,
CALTRATE PLUS 600MG + D {CALCIUM},,4,
CANISTER (WOUND VAC),,82,
CANISTER SUCTION KIT 1200CC,,11,
CANISTER SUCTION W/TUBING,,5,
CANISTER SUCTION W/TUBING,,15,
CANISTER SUCTION W/TUBING,,15,
CANISTER WITH GEL,,183,
CANISTER WOUND VAC 200/400CC,,82,
CANNULA DISP. INNER 6DIC,,11,
CANNULA MICRO NASAL 1616-7-50,,3,
CANNULA MICRO NASAL 7FT,,3,
CANNULA NASAL 1600,,6,
CANNULA NASAL 25FT,,6,
CANNULA NASAL 7FT 2600,,5,
CANNULA NASAL CO2 GAS SAMPLING,,8,
CANNULA NASAL INFANT,,6,
CANNULA NASAL PEDIATRIC,,5,
CANOPIES B&F OXY/TENT 68555,,20,
CANTHOTOMY,67715,2079,
CAP SHAMPOO,,8,
CAPS NURSES GREEN PER BOX,,10,
CAPSAICIN CREAM 0.025% 60GM CH/GM,,0.5,
CAPTOPRIL (CAPOTEN) 12.5MG TAB,,4,
captopril {CAPOTEN} TAB   25MG  U/D,,6,
captopril {CAPOTEN} TAB   50MG  U/D,,4,
CAPZASIN CREAM 0.1% CH/GM,,0.7,
CARAFATE SUSP  10ML UD (ER USE ONLY),,10,
CARAFATE SUSP 0.5GM/5CC   4OZ UD,,100,
CARAFATE SUSP 0.5GM/5CC CH/ML,,1.3,
carBAMazepine 200MG {TEGRETOL} UD,,6,
CARBIDOP/LEVODOP {SINEMET) TAB 25/100 UD,,6,
CARBIDOPA/ LEVO/ ENTACAPON 31.25/125/200,,6,
CARBIDOPA/LEVOD{SINEMET CR} 25MG/100MG,,5,
CARBIDOPA/LEVOD{SINEMET CR} 50MG/200MG,,6,
CARBIDOPA/LEVODOPA {SINEMET} TAB  10/100,,4,
CARBIDOPA/LEVODOPA {SINEMET} TAB  25/100,,6,
CARBIDOPA/LEVODOPA {SINEMET} TAB  25/250,,4,
CARBIDOPA/LEVODOPA/ENTACAPONE 25/100/200,,6,
CARBINOXAMINE MALEATE TAB 4MG,,6,
Cardizem DRIP 125MG/125ML,,44,
Cardizem INJ  50MG {5MG/ML} 10ML VIAL,,50,
Cardizem INJ : 25MG {5MG/ML} 5ML VIAL,,48,
CARIOVASCULAR STRESS TEST,93017,139,
CARISOPRODOL 350MG TAB (SOMA),,7,
CARMEX LIP OINT .35 OZ TUBE UD,,4,
CARNITOR SF ORAL SOLN 1GM/10ML (LEVOCARN,,0.78,
CARPAL TUNNEL RELEASE,64721,3880,
CARRA-KLENZ WOUND CLEANSER  CH/EA {1}UD,,25,
CARRIER DERMATOME GRAFT,,69,
CARRINGTON WOUND GEL CH/EA {1} UD,,15,
CARROT ALLERGEN   ID 152704,86003,50,
carvedilol {COREG} TAB   6.25MG UD,,6,
carvedilol {COREG} TAB  12.5MG UD,,6,
carvedilol {COREG} TAB  3.125MG UD,,6,
carvedilol {COREG} TAB 25MG UD,,6,
CASSETTE OPTI  BP7587,,20,
CATARACT,66984,2641,
CATARACT/COMPLICATED WITH IOL,66982,2619,
CATHERIZATION FOR SPECIMEN COLLECTION,P9612,75,
CATHETER #10 FR SUCTION,,6,
CATHETER #12 ALL PURPOSE  9412,,6,
CATHETER #12 FR SUCTION,,6,
CATHETER #14 FR SUCTION,,6,
CATHETER #16 RED RUBBER  277716,,2,
CATHETER #18 SUCTION 141904,,15,
CATHETER #26 3WAY 30CC 0167S126,,19,
CATHETER #6 FR SUCTION,,4,
CATHETER #8 RED RUBBER  277708,,6,
CATHETER #8FR  SUCTION,,6,
CATHETER 14FR  COUDE',,61,
CATHETER 16FR  COUDE',,60,
CATHETER 18FR SUCTION 85356,,5,
CATHETER 8.0 GROSHONG  7711802,,911,
CATHETER ARROW PERIPHERAL  IV-01100,,20,
CATHETER ARROW PERIPHERAL  IV-01100,,20,
CATHETER ARROW PERIPHERAL  IV-01100,,20,
CATHETER ARROW PERIPHERAL  IV-01150,,20,
CATHETER ARROW PERIPHERAL  IV-01150,,20,
CATHETER ARROW PERIPHERAL IV-01150,,20,
CATHETER CHOLANGIOGRAPHY (KUMAR),,89,
CATHETER FOLEY #10 3CC 165810,,17,
CATHETER FOLEY #12 5CC 165812 LF,,16,
CATHETER FOLEY #14 5CC 165814,,8,
CATHETER FOLEY #16 2WAY 5CC 165816,,5,
CATHETER FOLEY #18 3WAY 30CC 73018L,,17,
CATHETER FOLEY #18 5CC 2WAY 175818,,7,
CATHETER FOLEY #20 30CC 2-WAY 166820,,14,
CATHETER FOLEY #20 5CC 2WAY 165820,,10,
CATHETER FOLEY #22 5cc  165822,,7,
CATHETER FOLEY #24 3WAY 30CC 73024L,,24,
CATHETER FOLEY #24 5CC 165824,,7,
CATHETER FOLEY #26 5CC 0165L26,,13,
CATHETER FOLEY #6 5CC AA6106,,64,
CATHETER FOLEY #8 3CC 165808,,19,
CATHETER FOLEY GUIDE NS,,62,
CATHETER MALE EXT. LG,,6,
CATHETER SUPRAPUBIC 16FR,,208,
CATHETER WORD BARTHOLIN 564000,,75,
CATHLON 14 X 1.75 4251717-02,,7,
CATHLON 16 X 1.1/4 4251709-02,,7,
CATHLON 18 X 1.25 4251687-02,,8,
CATHLON 20 X 1.25 4251644-02,,8,
CATHLON 22 X 1.00 4251628-02,,8,
CATHLON 24 X .75 4251601-02,,8,
CAUTERY STRAIGHT BIPOLAR BRUSH,,27,
CAZIANT  28  (PER EA TAB),,40,
CCH PUBLICATION,,1,
ceFAZolin 1GM ADV (KEFZOL) : FOR IVPB,J0690,85,
ceFAZolin 1GM VIAL {KEFZOL} : FOR IM,J0690,64,
ceFAZolin 1GM VIAL {KEFZOL} : FOR IVP,J0690,64,
ceFAZolin 500MG VIAL,J0690,65,
CEFDINIR 300mg CAP (OMNICEF) UD,,9,
CEFDINIR SUSP 125MG/5ML 100ML CH/ML,,1,
CEFDINIR SUSP 125MG/5ML 60ML CH/ML OMNIC,,1,
CEFDINIR SUSP 250MG/5ML 100ML CH/ML,,1,
CEFDINIR SUSP 250MG/5ML 60ML CH/ML OMNIC,,0.39,
CEFEPIME {MAXIPIME} 1GM/50ML NS PREDIFIN,J0694,100,
CEFEPIME 2GM VIAL {MAXIPIME},J0694,100,
CefOXitin  {MEFOXIN} 1 GM VIAL,J0694,95,
CEFPROZIL SUSP 125ML/5ML  50ML CH/CC,,0.75,
CEFPROZIL SUSP 125ML/5ML  60ML CH/CC,,0.55,
CEFPROZIL SUSP 250ML/5ML  100ML CH/CC,,0.75,
cefTRIAXone (ROCEPHIN) 250MG/50ML NS PRE,J0696,55,
cefTRIAXone (ROCEPHIN) 500MG/50ML NS PRE,,80,
cefTRIAXone {ROCEPHIN}  2GM ADV,J0696,225,
ceFTRIAXone {ROCEPHIN} VIAL  250MG  UD,J0696,55,
cefTRIAXone {ROCEPHIN} VIAL  500MG UD,J0696,85,
cefTRIAXone 1GM (ROCEPHIN) : FOR IM,J0696,180,
cefTRIAXone 1GM (ROCEPHIN) : FOR IV PUSH,J0696,180,
cefTRIAXone 2GM VIAL,J0696,190,
CeleBREX CAP 200MG UD,,17,
CELECOXIB (CeleBREX) CAP 100MG,,6,
CELECOXIB (CeleBREX) CAP 200MG,,6,
CELERY ALLERGEN   ID 152705,86003,50,
CENTRAL LINE KIT,,48,
CENTRAL VENOUS CATHETER >5 YRS,36556,1716,
CENTRUM SILVER VIT/MIN UD,,6,
CEPHALEXIN  {KEFLEX}  CAP   250MG,,4,
CEPHALEXIN {KEFLEX} CAP 500MG UD,,7,
CEPHALEXIN CAP 250MG {KEFLEX},,4,
CEPHALEXIN CAP 500MG {KEFLEX},,6,
CEPHALEXIN ORAL CAPSULE 500MG,,3.63,
CEPHALEXIN SUSP   125/5ML 100ML,,0.85,
CEPHALEXIN SUSP   125MG/5ML 200ML,,0.5,
CEPHALEXIN SUSP   250MG/5ML 100ML {PERML,,0.5,
CEPHALEXIN SUSP   250MG/5ML 200ML {PERML,,0.24,
CERAVE  MOISTR CREAM  CH1,,25,
CERAVE  MOISTR LOTION  CH1,,1.8,
CERAVE CLEANSER,,21,
CERAVE FACIAL  CLEANSER CH/OZ,,1.8,
CEREFOLIN  NAC,,9,
CEROVITE JR,,6,
CERTA-VIT LIQUID 8OZ  CH/BT,,7.08,
CERVICAL TRACTION-2ND MECHA,97012GP,82,
CERVICAL TRACTION-2ND MECHAN,97012GP,82,
CETACAINE SPRAY   CH/1,,6,
CETAPHIL  ANTI-BACTERIAL SOAP,,7.5,
CETAPHIL CLEANSING BAR,,10,
CETAPHIL CREAM (CH 1),,25,
CETAPHIL CREAM 85GM   (CH1),,15,
CETAPHIL LOTION    CH/GM,,0.1,
CETAPHIL SKIN CLEANSER 16OZ (CH1),,23,
cetirizine 10MG TAB {ZYRTEC} UD,,6,
cetirizine SYRUP 1MG/ML CH/ML,,1.1,
CHANGE CYSTOSTOMY TUBE: COMPLICATED,51710,382,
CHANGE CYSTOSTOMY TUBE: SIMPLE,51705,318,
CHANGE CYSTOSTOMY TUBE; SIMPLE,51705,347,
CHANGE GASTROSTOMY TUBE,43760,745,
CHANGE GASTROSTOMY TUBE,43760,753,
CHANGE GASTROSTOMY TUBE,43760,780,
CHANGE GASTROSTOMY TUBE,43760,920,
CHANGE TRACH PRIOR ESTAB/FISTULA TRACT,31502,139,
CHANGE TRACH PRIOR ESTAB/FISTULA TRACT,31502,139,
CHANTIX 1MG TAB,,11.5,
CHANTIX STARTING MONTH PAK CH/TAB 53TABS,,6,
CHARCOAL {PEDIATRIC} PER BT 25GM,,60,
CHARCOAL+SORBITOL {PEDIATRIC} PER BT,,65,
CHARGE DAILY (CLINITRON-FLEXICAIR),,192,
CHARGE IPV CIRCUIT,,20,
CHARGE SAME DAY SURGERY UNIT,,137,
CHARGE SAME DAY SURGERY UNIT,,159,
CHECKOUT/ORTHOTIC/PROS USE/EST PAT 15 MN,97763GP,60,
CHECKOUT/ORTHOTIC/PROS USE/EST PAT 15 MN,97763GP,60,
CHEMSTRIP 10 WITH SG,,6,
CHIBA BIOPSY NEEDLE 22GX10CM,,39,
CHIBA BIOPSY NEEDLE 23GX10CM,,41,
CHIBA BIOPSY NEEDLE 25GX10CM,,41,
CHLO HIST LIQUID CH/ML,,0.25,
CHLO TUSS ORAL SOLUTION  CH/ML,,0.25,
CHLORAPREP 26ML 930825,,21,
CHLORAPREP 3ML 260400,,4,
CHLORASEPTIC SPRAY 6 OZ UD,,10,
CHLORDIAZE-CLIDINIUM {LIBRAX}  5/2.5UD,,7,
chlordiazePOXIDE 10MG CAP {LIBRIUM} UD,,7,
chlordiazePOXIDE 25MG CAP {LIBRIUM},,7,
chlordiazePOXIDE 5MG CAP {LIBRIUM},,6,
CHLORHEXADINE ORAL RINSE CH/ML,,0.25,
CHLOROPHYL 3MG TAB,,6,
CHLOROQUINE PHOS 500MG,,56.45,
chlorproMAZINE (THORAZINE) 25MG/1ML INJ,J3230,41,
CHLORTHALIDONE {HYGROTON} TAB   25MG,,6,
CHOCOLATE  ALLERGEN   ID 152717,86003,50,
CHOLANGIOGRAM KIT,,144,
CHOLANGIOGRAM KITS DISP. CS-01700,,217,
"CHOLECYSTECOMY, OPEN",47600,7663,
"CHOLECYSTECTOMY, LAPAROSCOPY",47562,9679,
CHOLESTYRAMINE {QUESTRAN}  4GM PACK UD,,7,
CHROMOS ANALYS LEUKEM/LYMPHOMA ID 152652,88280,311,
CHROMOS ANALYSIS ADDITL TYPES  ID 152655,8828091,311,
CHROMOSOME STUDY BLOOD   ID 6965,88230,971,
CHROMOSOME2 KARY. 5-20 CELLS   ID 152852,,480,
CIALIS 2.5MG  TAB,,10,
CIALIS 20MG TABS,,40,
CIALIS 5MG TAB,,22.6,
CICLOPIROX {LOPROX} 0.77% 30GM CR CH/GM,,2.5,
CICLOPIROX {LOPROX} 0.77% 90GM CR CH/GM,,1,
CICLOPIROX {LOPROX} 0.77% GEL 30GM CH/GM,,6,
CICLOPIROX {LOPROX} 0.77% GEL 45GM CH/GM,,6,
CICLOPIROX TOPICAL SOL  8% 6.6ML {CH/ML},,2,
CILOSTAZOL (PLETAL) TAB   100MG,,6,
CIMETIDINE {TAGAMET} TAB   300MG,,4,
CIMETIDINE {TAGAMET} TAB   400MG,,4,
CIPRO HC OTIC DROPS 10ML  {EAR},,43,
CIPRO IV 400MG/200ML D5W PREMIX UD,J0744,138,
CIPRODEX OTIC SUSP CH/ML 7.5ML,,80,
CIPROfloxacin (CIPRO) TAB 250MG UD,,6,
CIPROfloxacin {CIPRO} TAB   500MG UD,,7,
CIPROFLOXACIN 0.2% OTIC SOLN DROPPERETTE,,16,
CIPROfloxacin OPHTH 0.3% SOLN CH/ML 5ML,,1.5,
CIPROfloxacin OPTH 0.3% SOLN  {1 DOSE},,15,
CIRCAID JUXTAFIT DRESSING,,286,
CIRCUIT PB VENTILATOR,,10,
CIRCUIT VISION BIPAP,,22.5,
CIRCUITS ANES. DISP. (TELEFLEX),,39,
CIRCUITS PED. 2L ANESTHESIA,,19,
CIRCUITS PED. ANES. LATEX FREE,,19,
CIRCUITS VENTILATOR (W/EX PORT),,18,
CIRCUMCISION> 28 DAYS OLD,54161,2877,
CITALOPRAM (CeleXA) TAB 20MG,,6,
CITALOPRAM {CeleXA}  TAB  20MG UD,,6,
CITALOPRAM {CeleXA} TAB  10MG UD,,6,
CITALOPRAM {CeleXA} TAB  40MG UD,,6,
CITALOPRAM {CeleXA} TAB 10MG,,6,
CITALOPRAM {CeleXA} TAB 40MG,,6,
CITRACAL + D  {CALCIUM CITRATE},,6,
CITRACAL PETITES (Ca CIT + D3)  TAB,,6,
CITRATE - 24 HOUR URINE   ID 6937,82507,158,
CITRATE OF MAGNESIA 10 OZ UD,,6,
CITRUCEL 479GM CAN {47 DOSE},,36,
CLARINEX ORAL SOLUTION 0.5MG/ML CH/ML,,1.4,
CLARITHROMYCIN 500MG TAB UD,,6,
CLARITHROMYCIN SUSP 125MG/5ML 50ML CH/ML,,1.75,
CLARITIN {LORATADINE} TAB 10MG,,7,
CLARITIN REDITAB 12HR TAB  *5MG*,,6,
CLAVE I LOWER Y,,9,
CLEANER WOUND 8 OZ,,10,
CLEANSER WOUND 16OZ SPRAY,,6,
CLEOCIN  300MG IV,J3490,87,
CLEOCIN  600MG IV PREDEFINED,J3490,90,
CLEOCIN  600MG VIAL : FOR IM,,90,
CLEOCIN 300MG IV PREDEFINED,J3490,87,
CLEOCIN 300MG IVP,,85,
CLIMARA 0.025MG/DAY PATCH   CH/PATCH,,27,
CLIMARA 0.075MG/DAY EA PATCH,,57,
CLIMARA 0.1MG/DAY CH/PATCH,,25,
CLIMARA PATCH   0.0375MG/DAY,,6,
CLIMARA PATCH   0.06MG/DAY  CH/PATCH,,6,
CLIMARA PATCH .05 MG/DAY,,70,
CLIMARA PRO  0.045MG/DAY  CH/PATCH,,27,
CLINDAMYCIN {CLEOCIN} CAP : 150MG UD,,6,
CLINDAMYCIN 1% TOPICAL GEL 30GM  CH/GM,,4,
CLINDAMYCIN 1% TOPICAL GEL 60GM  CH/GM,,0.66,
CLINDAMYCIN 300MG CAP (CLEOCIN),,6,
CLINDAMYCIN PHOS 1% LOT,,2.63,
CLINDMYCN PHOS 1% LOT 60ML CH/ML,,3.75,
CLINIC VISIT HOSPITAL OUT PATIENT,G0463,220,
CLIP APPLIERS 530,,560.4,
CLOBETASOL E 0.05% CREAM {PER GM}60GM,,0.5,
CLOBETASOL OINT 0.05% 60GM  CH/GM,,1.8,
CLOBETASOL PROPIONATE CREAM {PER GM} 30G,,2,
CLOBETASOL PROPIONATE FOAM 0.05% CH/GM,,13.68,
CLOBETASOL PROPIONATE GEL 0.05% CH/GM,,0.85,
CLOBETASOL PROPIONATE SOLUTION 0.05% CH/,,10.91,
CLOBETASOLE(CLOBEX) LOTION 0.05%   CH/ML,,10.9,
clomiPHENE CITRATE TAB 50MG,,8,
CLOMIPRAMINE   ID 152649,80335,109,
clonazePAM {KlonoPIN} TAB  0.5MG UD,,7,
clonazePAM {KlonoPIN} TAB 1MG UD,,8,
clonazePAM ODT TAB 0.25MG,,6,
cloNIDine {CATAPRES} TAB   0.1MG UD,,6,
cloNIDine {CATAPRES} TAB   0.3MG UD,,6,
cloNIDine 0.1MG/DAY TRANSDERM PATCH UD,,74,
cloNIDine 0.2MG/DAY TRANSDERMAL PATCH,,99,
CLOPIDOGREL TAB 75MG UD,,6,
CLORAZEPATE {TRANXENE} TAB : 15MG,,7,
CLORAZEPATE {TRANXENE} TAB 15MG UD,,12,
CLORAZEPATE {TRANXENE}TAB 3.75MG UD,,8,
CLORAZEPATE {TRANXENE}TAB 7.5MG UD,,11,
CLOSED REDUCTION ANKLE DISLOCATION,27840,897,
CLOSED TREATMENT RADIAL & ULNA FX,25565,3018,
CLOSED TX DISLOCATION SHOULDER W FX,23665,1676,
CLOSED TX DISLOCATION SHOULDER W/FX PRO,23665,803,
CLOSED TX FRACTURE PHALANGEAL,26750,387,
CLOSED TX HIP DISLOCATION W/O ANES -PHY,27250,492,
CLOSED TX HIP DISLOCATION WO/ANES,27250,752,
CLOSED TX KNEE DISLOCATION W/ANES,27552,1479,
CLOSED TX MCP DISLOCATION,26700,377,
CLOSED TX MCP DISLOCATION,26700,382,
CLOSED TX PATELLA DISLOCATION,27560,890,
CLOSED TX PATELLAR DISLOCATION W/ANES,27562,1093,
CLOSED TX POSTOP HIP DISLOCATION W/ANES,27266,3162,
CLOSED TX SHOULDER DISLOCATION,23655,2362,
CLOSED TX TRAUMATIC DISLOCATION W/ANES,27252,3162,
CLOSED TX ULNA DISLOCATION,25675,552,
CLOSED TX ULNA DISLOCATION,25675,960,
CLOSURE ENTEROSTOMY WRESECTION ANASTOMOS,44625,3991,
CLOTRIM/BETAMETH {LOTRISONE} CR  CH 45GM,,1.1,
CLOTRIM/BETAMETH CR 15GM  CH/GM,,3.35,
CLOTRIMAZOLE / BETAMETHAZONE LOT. CH /ML,,8.13,
CLOTRIMAZOLE {LOTRIMIN} CREAM   CH/GM,,0.85,
CLOTRIMAZOLE SOLN 1% 30ML CH/ML,,8.13,
CLSD TREATMENT DISLOCATION KNEE W0 ANES,27550,919,
CLSD TRTMT ACROMIOCLAVICULAR DSLOC WO MN,23540,400,
CLSD TRTMT ACROMIOCLAVICULAR DSLOC/W MAN,23545,567,
CLSD TRTMT DISLOC CARPOMETACARPL/THUMB W,26641,647,
CLSD TRTMT DISLOCATION ELBOW/W ANESTHES,24605,983,
CLSD TRTMT DISLOCATION ELBOW/W0 ANESTHES,24600,670,
CLSD TRTMT DISLOCATION KNEECAP W/O ANES,27560,613,
CLSD TRTMT DISLOCATION/CARPOMETACRPL FNG,26670,578,
CLSD TRTMT DSL ANKLE W/ANES,27842,1242,
"CLSD TRTMT DSL ELBOW,CHILD W/MANIP",24640,313,
CLSD TRTMT DSL HIP W/ANES,27252,1964,
CLSD TRTMT DSL SHOULDER W/MANIP,23650,752,
CLSD TRTMT DSL SHOULDER W/MANIP W/ANES,23655,752,
CLSD TRTMT DSL SHOULDER W/MANIP W/O ANES,23650,405,
CLSD TRTMT DSL SHOULDER W/MANIP W/O ANES,23650,608,
CLSD TRTMT FRACTURE LOWER JAW W/O MANIP,21450,561,
CLSD TRTMT FX DISTAL PHAL/FNGR/THMB/W MA,26755,532,
CLSD TRTMT FX DISTAL PHAL/FNGR/THMB/WO M,26750,324,
CLSD TRTMT FX PHALANX/FNGR,28515,324,
CLSD TRTMT FX/DISLOC CARPOMETACARPL/THUM,26645,740,
CLSD TRTMT INTERPHALANGEAL JT DSL W MNIP,26775,642,
CLSD TRTMT INTERPHALANGEAL JT DSL WO ANE,28660,203,
CLSD TRTMT INTERPHALANGEAL JT DSL WO MN,26770,480,
CLSD TRTMT INTERPHALANGEAL JT DSL WP MN,26770,382,
CLSD TRTMT METATARSOHALANGEAL JT DS WO A,28630,244,
CLSD TRTMT PHALANG /SHAFT FINGER,26725,688,
CLSD TRTMT PST HIP ARTHROPLASTY DSW/ANES,27266,1520,
CLSD TRTMT PST HIP ARTHROPLASTY W/O DISL,27265,1098,
CLSD TRTMT STERNOCLAVICULAR DSL/WO MANIP,23520,416,
CLSD TRTMT STERNOCLAVICULAR DSLO/W MANIP,23525,642,
"CLSD TRTMT TMJ DISLOCATION, INITIAL",21480,370,
CO ENZYME Q-10 CAP 100MG,,6,
CO ENZYME Q-10 CAP 30MG,,6,
COD FISH ALLERGEN   ID 152711,86003,50,
codeine SULFATE TAB 15MG,,8,
COLCHICINE 0.6MG TAB UD,,16,
COLCRYS {COLCHICINE} TAB  0.6MG,,16,
"COLD AGGLUTININ, QUANTITATIVE  ID 152769",86157,229,
COLD PACK INSTANT,,0.8,
"COLECTOMY, PARTIAL WITH ANASTOMOSIS",44140,6395,
COLESTID GRANULES 5GM PK,,4,
COLESTIPOL 1GM TAB,,6,
COLLAGENASE (SANTYL) OINT 15GM,,6.02,
COLLAGENASE (SANTYL) OINT 30GM CH/GM,,18.15,
COLLAR CERVICAL LARGE 79-83017,,10,
COLLAR CERVICAL MED.  79-83016,,10,
COLLAR CERVICAL UNIV. 79-83500,,10,
COLLAR LOW DENSITY SM 79-83013,,9,
COLLAR PHIL W/TRACH 5.25,,117,
COLLAR PHIL. W/TRACH 41/4  MED.,,49,
COLLAR PHIL.W/TRACH 41/4  LARGE,,49,
COLLAR PHIL.W/TRACH 41/4  SMALL,,49,
COLLECTOR URINE PED.,,4,
COLONOSCOPY,45378,1749,
COLONOSCOPY SCREENING HIGH RISK,G0105,1749,
COLONOSCOPY SCREENING NOT HIGH RISK,G0121,1749,
COLONOSCOPY THRU STOMA-DX,44388,1787,
COLONOSCOPY WITH BIOPSY,45380,2024,
COLONOSCOPY WITH HOT BIOPSY,45384,2079,
COLONOSCOPY WITH POLYPECTOMY,45385,2134,
COLONOSCOPY WITH SUBMUCOSAL INJECTION,45381,2371,
COLY-MYCIN S OTIC CH/ML,,15,
COMBIGAN 0.2%/0.5% OPTH SOLN   5ML CH/ML,,165,
COMBIGAN 0.2%/0.5% OPTH SOLN 15ML CH/ML,,10,
COMBIPATCH 0.05 / 0.14MG,,33,
COMBIVENT RESPIMAT INH  4GM  CH/GM,,250,
"COMPLEX REPAIR EAR,NOSE,EYELID-1.0CM<",13150,937,
COMPLEX REPAIR EXTREMITIES 1.1-2.5 CM,13120,1841,
"COMPLEX REPAIR FACE,AXILLAE, GENITALIA",13131,766,
COMPLEX REPAIR TRUNK 2.6-7.5CM,13101,1656,
CONDYLECTOMY METATARSAL HEAD,28288,6195,
CONDYLECTOMY TOE,28153,4091,
"CONIZATION OF CERVIX W/WO FULGURATION, W",57520,6254,
CONNECTOR 13MM USE FOR 50-100ML BAGS,,3,
CONNECTOR 20MM FOR 250ML BAGS,,3,
CONNECTOR IV W/3,,3,
CONSTULOSE SYRUP 10GM/15ML CH/ML,,0.2,
CONTAC COLD/FLU,,3,
CONTAINER EVACUATED 1000ML,32554,15.9,
CONTAINER SHARP (SAGE)  8303,,39,
CONTAINER SPUTUM,,9,
CONTAINER STERILE SPECIMEN,,4,
CONTINUOUS CARDIAC MONITORING,93041,64,
CONTINUOUS CARDIAC MONITORING,93041,64,
CONTINUOUS ECG,93271,469,
CONTINUOUS ECG,93268,631,
CONTOUR NEXT METER SYSTEM,,47,
