SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
1641060,MR-LUMB SPINE W,72149,7189.81,2/6/22,2156.943,2516.4335,438.57841,3997.53436,683.03195,575.1848,3997.53436,1042.52245,1056.90207,553.61537,1215.07789,560.80518,560.80518,575.1848,611.13385,510.47651,438.57841
1219547,RIMEXOLONE 1%OS 5ML,,100.12,2/6/22,30.036,35.042,6.10732,55.66672,9.5114,8.0096,55.66672,14.5174,14.71764,7.70924,16.92028,7.80936,7.80936,8.0096,8.5102,7.10852,6.10732
1219895,CLOT1/BETA.05%CR 15G,,44.68,2/6/22,13.404,15.638,2.72548,24.84208,4.2446,3.5744,24.84208,6.4786,6.56796,3.44036,7.55092,3.48504,3.48504,3.5744,3.7978,3.17228,2.72548
2811868,FL-PLC DVC SFT TISEA,MANUL,1762.53,2/6/22,528.759,616.8855,107.51433,979.96668,167.44035,141.0024,979.96668,255.56685,259.09191,135.71481,297.86757,137.47734,137.47734,141.0024,149.81505,125.13963,107.51433
1314526,ZINC,84630,104.94,2/6/22,31.482,36.729,6.40134,58.34664,9.9693,8.3952,58.34664,15.2163,15.42618,8.08038,17.73486,8.18532,8.18532,8.3952,8.9199,7.45074,6.40134
1219017,FLUPHENAZINE 5MG TAB,,0.19,2/6/22,0.057,0.0665,0.01159,0.10564,0.01805,0.0152,0.10564,0.02755,0.02793,0.01463,0.03211,0.01482,0.01482,0.0152,0.01615,0.01349,0.01159
282854,OB TRIAGE LVL 4 EP,G0463,440.58,2/6/22,132.174,154.203,26.87538,244.96248,41.8551,35.2464,244.96248,63.8841,64.76526,33.92466,74.45802,34.36524,34.36524,35.2464,37.4493,31.28118,26.87538
1030067,MTR-SNS 13 OR MORE,95913,10970.77,2/6/22,3291.231,3839.7695,669.21697,6099.74812,1042.22315,877.6616,6099.74812,1590.76165,1612.70319,844.74929,1854.06013,855.72006,855.72006,877.6616,932.51545,778.92467,669.21697
1219132,PERMETHRIN 5%CRM 60G,,93.14,2/6/22,27.942,32.599,5.68154,51.78584,8.8483,7.4512,51.78584,13.5053,13.69158,7.17178,15.74066,7.26492,7.26492,7.4512,7.9169,6.61294,5.68154
1864945,ULTRASND-15 MIN OT,97035,199.55,2/6/22,59.865,69.8425,12.17255,110.9498,18.95725,15.964,110.9498,28.93475,29.33385,15.36535,33.72395,15.5649,15.5649,15.964,16.96175,14.16805,12.17255
1641133,MR-FNA W IMG 1ST LES,MANUL,5354.73,2/6/22,1606.419,1874.1555,326.63853,2977.22988,508.69935,428.3784,2977.22988,776.43585,787.14531,412.31421,904.94937,417.66894,417.66894,428.3784,455.15205,380.18583,326.63853
1020049,EEG MONITORING DRUGS,95954,2617.1,2/6/22,785.13,915.985,159.6431,1455.1076,248.6245,209.368,1455.1076,379.4795,384.7137,201.5167,442.2899,204.1338,204.1338,209.368,222.4535,185.8141,159.6431
1314236,ENZYME ACTIVITY NOS,82657,352.13,2/6/22,105.639,123.2455,21.47993,195.78428,33.45235,28.1704,195.78428,51.05885,51.76311,27.11401,59.50997,27.46614,27.46614,28.1704,29.93105,25.00123,21.47993
1631512,CT-GUIDE STEREOTACT,77011,5135,2/6/22,1540.5,1797.25,313.235,2855.06,487.825,410.8,2855.06,744.575,754.845,395.395,867.815,400.53,400.53,410.8,436.475,364.585,313.235
1414354,CATH-DRAINAG LEVEL 5,C1729,17619.83,2/6/22,5285.949,6166.9405,1074.80963,9796.62548,1673.88385,1409.5864,9796.62548,2554.87535,2590.11501,1356.72691,2977.75127,1374.34674,1374.34674,1409.5864,1497.68555,1251.00793,1074.80963
7211413,PENTOSAN 100MG CAP,,7.98,2/6/22,2.394,2.793,0.48678,4.43688,0.7581,0.6384,4.43688,1.1571,1.17306,0.61446,1.34862,0.62244,0.62244,0.6384,0.6783,0.56658,0.48678
1522113,IV THER AD SEQ 1 HR,96367,2064.27,2/6/22,619.281,722.4945,125.92047,1147.73412,196.10565,165.1416,1147.73412,299.31915,303.44769,158.94879,348.86163,161.01306,161.01306,165.1416,175.46295,146.56317,125.92047
1210895,TACROLIMUS 1MG PO,J7507,5.6,2/6/22,1.68,1.96,0.3416,3.1136,0.532,0.448,3.1136,0.812,0.8232,0.4312,0.9464,0.4368,0.4368,0.448,0.476,0.3976,0.3416
7212306,RASBURICASE INJ .5MG,J2783,1323.41,2/6/22,397.023,463.1935,80.72801,735.81596,125.72395,105.8728,735.81596,191.89445,194.54127,101.90257,223.65629,103.22598,103.22598,105.8728,112.48985,93.96211,80.72801
1219193,BUPIVACAINE .5% 50ML,,8.56,2/6/22,2.568,2.996,0.52216,4.75936,0.8132,0.6848,4.75936,1.2412,1.25832,0.65912,1.44664,0.66768,0.66768,0.6848,0.7276,0.60776,0.52216
1061576,S-TRNCTH CESS CTH RM,SURG,10032.82,2/6/22,3009.846,3511.487,612.00202,5578.24792,953.1179,802.6256,5578.24792,1454.7589,1474.82454,772.52714,1695.54658,782.55996,782.55996,802.6256,852.7897,712.33022,612.00202
1061285,"P-REMOV LEAD, DUAL",SURG,13084.39,2/6/22,3925.317,4579.5365,798.14779,7274.92084,1243.01705,1046.7512,7274.92084,1897.23655,1923.40533,1007.49803,2211.26191,1020.58242,1020.58242,1046.7512,1112.17315,928.99169,798.14779
1612149,SP-THORACOLMBR 2V CR,72080,715.32,2/6/22,214.596,250.362,43.63452,397.71792,67.9554,57.2256,397.71792,103.7214,105.15204,55.07964,120.88908,55.79496,55.79496,57.2256,60.8022,50.78772,43.63452
1691193,IR-ARTHROGRM SI JT B,G0260,11210,2/6/22,3363,3923.5,683.81,6232.76,1064.95,896.8,6232.76,1625.45,1647.87,863.17,1894.49,874.38,874.38,896.8,952.85,795.91,683.81
1414502,DRILL BIT/BLADE LVL3,,3008.68,2/6/22,902.604,1053.038,183.52948,1672.82608,285.8246,240.6944,1672.82608,436.2586,442.27596,231.66836,508.46692,234.67704,234.67704,240.6944,255.7378,213.61628,183.52948
1410052,LEAD PMKR NON-TRN L2,C1898,10363.06,2/6/22,3108.918,3627.071,632.14666,5761.86136,984.4907,829.0448,5761.86136,1502.6437,1523.36982,797.95562,1751.35714,808.31868,808.31868,829.0448,880.8601,735.77726,632.14666
1631528,CT-NECK SOFT TIS WWO,70492,8608.31,2/6/22,2582.493,3012.9085,525.10691,4786.22036,817.78945,688.6648,4786.22036,1248.20495,1265.42157,662.83987,1454.80439,671.44818,671.44818,688.6648,731.70635,611.19001,525.10691
1217201,WARFARIN 7.5MG TAB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1414852,PROBE CRYOABLATION 3,C2618,69908.55,2/6/22,20972.565,24467.9925,4264.42155,38869.1538,6641.31225,5592.684,38869.1538,10136.73975,10276.55685,5382.95835,11814.54495,5452.8669,5452.8669,5592.684,5942.22675,4963.50705,4264.42155
1212131,TOPOTECAN 0.1MG INJ,J9351,392.83,2/6/22,117.849,137.4905,23.96263,218.41348,37.31885,31.4264,218.41348,56.96035,57.74601,30.24791,66.38827,30.64074,30.64074,31.4264,33.39055,27.89093,23.96263
2852002,MSED SAMEGT5 1ST15,99152,517,2/6/22,155.1,180.95,31.537,287.452,49.115,41.36,287.452,74.965,75.999,39.809,87.373,40.326,40.326,41.36,43.945,36.707,31.537
1314169,CALCULUS ANAL QUANT,82360,163.24,2/6/22,48.972,57.134,9.95764,90.76144,15.5078,13.0592,90.76144,23.6698,23.99628,12.56948,27.58756,12.73272,12.73272,13.0592,13.8754,11.59004,9.95764
1814979,NEG PR WN LT50CM PT,97605,1362.04,2/6/22,408.612,476.714,83.08444,757.29424,129.3938,108.9632,757.29424,197.4958,200.21988,104.87708,230.18476,106.23912,106.23912,108.9632,115.7734,96.70484,83.08444
1523159,ADM COV2 VAC (P) 2ND,0002A,50,2/6/22,15,17.5,3.05,27.8,4.75,4,27.8,7.25,7.35,3.85,8.45,3.9,3.9,4,4.25,3.55,3.05
1631555,CTA-ABDOMEN,74175,11769.58,2/6/22,3530.874,4119.353,717.94438,6543.88648,1118.1101,941.5664,6543.88648,1706.5891,1730.12826,906.25766,1989.05902,918.02724,918.02724,941.5664,1000.4143,835.64018,717.94438
1510114,RT-ISODOSE PLAN COMP,77307,1484.27,2/6/22,445.281,519.4945,90.54047,825.25412,141.00565,118.7416,825.25412,215.21915,218.18769,114.28879,250.84163,115.77306,115.77306,118.7416,126.16295,105.38317,90.54047
1610052,SP-SI JNTS 3VPLUS DR,72202,828.79,2/6/22,248.637,290.0765,50.55619,460.80724,78.73505,66.3032,460.80724,120.17455,121.83213,63.81683,140.06551,64.64562,64.64562,66.3032,70.44715,58.84409,50.55619
1040020,NI-CARD REHAB W-O MO,93797,8.04,2/6/22,2.412,2.814,0.49044,4.47024,0.7638,0.6432,4.47024,1.1658,1.18188,0.61908,1.35876,0.62712,0.62712,0.6432,0.6834,0.57084,0.49044
2852813,HEART FLOW MEAS ADD,93572,795.78,2/6/22,238.734,278.523,48.54258,442.45368,75.5991,63.6624,442.45368,115.3881,116.97966,61.27506,134.48682,62.07084,62.07084,63.6624,67.6413,56.50038,48.54258
1314203,COLLAGEN CROSSLINKS,82523,124.76,2/6/22,37.428,43.666,7.61036,69.36656,11.8522,9.9808,69.36656,18.0902,18.33972,9.60652,21.08444,9.73128,9.73128,9.9808,10.6046,8.85796,7.61036
1050115,NI-TTE 2D W DOPP WWO,C8929,6262.03,2/6/22,1878.609,2191.7105,381.98383,3481.68868,594.89285,500.9624,3481.68868,907.99435,920.51841,482.17631,1058.28307,488.43834,488.43834,500.9624,532.27255,444.60413,381.98383
1210890,MORPH 20MG/ML OR 1ML,,8.17,2/6/22,2.451,2.8595,0.49837,4.54252,0.77615,0.6536,4.54252,1.18465,1.20099,0.62909,1.38073,0.63726,0.63726,0.6536,0.69445,0.58007,0.49837
1314892,TISSUE EX FOR FUNGI,87220,74.62,2/6/22,22.386,26.117,4.55182,41.48872,7.0889,5.9696,41.48872,10.8199,10.96914,5.74574,12.61078,5.82036,5.82036,5.9696,6.3427,5.29802,4.55182
1710965,AEROSOL OBSTR ADD HR,94645,515.73,2/6/22,154.719,180.5055,31.45953,286.74588,48.99435,41.2584,286.74588,74.78085,75.81231,39.71121,87.15837,40.22694,40.22694,41.2584,43.83705,36.61683,31.45953
1612279,IR-ARTHROGM SHLDR CR,73040,4125.78,2/6/22,1237.734,1444.023,251.67258,2293.93368,391.9491,330.0624,2293.93368,598.2381,606.48966,317.68506,697.25682,321.81084,321.81084,330.0624,350.6913,292.93038,251.67258
1219829,SENNOSIDES 8.6MG TAB,,0.15,2/6/22,0.045,0.0525,0.00915,0.0834,0.01425,0.012,0.0834,0.02175,0.02205,0.01155,0.02535,0.0117,0.0117,0.012,0.01275,0.01065,0.00915
2891758,AMINO ACID QUAN 6+,82139,18.02,2/6/22,5.406,6.307,1.09922,10.01912,1.7119,1.4416,10.01912,2.6129,2.64894,1.38754,3.04538,1.40556,1.40556,1.4416,1.5317,1.27942,1.09922
1216978,AMINOCAP AC 500MG TB,,6.99,2/6/22,2.097,2.4465,0.42639,3.88644,0.66405,0.5592,3.88644,1.01355,1.02753,0.53823,1.18131,0.54522,0.54522,0.5592,0.59415,0.49629,0.42639
1854904,CSTAP SHRT ARMEF OT,29075,978.6,2/6/22,293.58,342.51,59.6946,544.1016,92.967,78.288,544.1016,141.897,143.8542,75.3522,165.3834,76.3308,76.3308,78.288,83.181,69.4806,59.6946
1216959,ALBUTEROL 4MG TAB ER,,2.79,2/6/22,0.837,0.9765,0.17019,1.55124,0.26505,0.2232,1.55124,0.40455,0.41013,0.21483,0.47151,0.21762,0.21762,0.2232,0.23715,0.19809,0.17019
1651000,NM-TUMR LOC BDY >1D,78804,16369.6,2/6/22,4910.88,5729.36,998.5456,9101.4976,1555.112,1309.568,9101.4976,2373.592,2406.3312,1260.4592,2766.4624,1276.8288,1276.8288,1309.568,1391.416,1162.2416,998.5456
2811403,S-RPL COMP NT CVC WO,SURG,4465.48,2/6/22,1339.644,1562.918,272.39428,2482.80688,424.2206,357.2384,2482.80688,647.4946,656.42556,343.84196,754.66612,348.30744,348.30744,357.2384,379.5658,317.04908,272.39428
1417051,TISSUE NON-HUMAN 3,C1763,6491.96,2/6/22,1947.588,2272.186,396.00956,3609.52976,616.7362,519.3568,3609.52976,941.3342,954.31812,499.88092,1097.14124,506.37288,506.37288,519.3568,551.8166,460.92916,396.00956
1217789,ERYTHROMY 250MG DRCP,,6.46,2/6/22,1.938,2.261,0.39406,3.59176,0.6137,0.5168,3.59176,0.9367,0.94962,0.49742,1.09174,0.50388,0.50388,0.5168,0.5491,0.45866,0.39406
1211789,ASENAPINE 5MG SL TAB,,3.55,2/6/22,1.065,1.2425,0.21655,1.9738,0.33725,0.284,1.9738,0.51475,0.52185,0.27335,0.59995,0.2769,0.2769,0.284,0.30175,0.25205,0.21655
1211551,EPHEDR 50MG/10ML INJ,,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1218095,NITROGLYC 6.5MG CRCP,,0.43,2/6/22,0.129,0.1505,0.02623,0.23908,0.04085,0.0344,0.23908,0.06235,0.06321,0.03311,0.07267,0.03354,0.03354,0.0344,0.03655,0.03053,0.02623
1316689,ANTIEPILP NOS MS 7PL,80341,89.78,2/6/22,26.934,31.423,5.47658,49.91768,8.5291,7.1824,49.91768,13.0181,13.19766,6.91306,15.17282,7.00284,7.00284,7.1824,7.6313,6.37438,5.47658
1314709,MUMPS AB,86735,99.11,2/6/22,29.733,34.6885,6.04571,55.10516,9.41545,7.9288,55.10516,14.37095,14.56917,7.63147,16.74959,7.73058,7.73058,7.9288,8.42435,7.03681,6.04571
7211406,P-EPH/GUAI 60-600 TB,,0.84,2/6/22,0.252,0.294,0.05124,0.46704,0.0798,0.0672,0.46704,0.1218,0.12348,0.06468,0.14196,0.06552,0.06552,0.0672,0.0714,0.05964,0.05124
7211192,ALUMINUM CL 20% 60ML,,27.74,2/6/22,8.322,9.709,1.69214,15.42344,2.6353,2.2192,15.42344,4.0223,4.07778,2.13598,4.68806,2.16372,2.16372,2.2192,2.3579,1.96954,1.69214
1872206,SP-ENDO EVAL SWAL WR,92612,1178.13,2/6/22,353.439,412.3455,71.86593,655.04028,111.92235,94.2504,655.04028,170.82885,173.18511,90.71601,199.10397,91.89414,91.89414,94.2504,100.14105,83.64723,71.86593
2850069,S-ABDOMEN ADD ORDER,36248,992.9,2/6/22,297.87,347.515,60.5669,552.0524,94.3255,79.432,552.0524,143.9705,145.9563,76.4533,167.8001,77.4462,77.4462,79.432,84.3965,70.4959,60.5669
1218041,PED MVI/C 35MG/ML 1M,,90.87,2/6/22,27.261,31.8045,5.54307,50.52372,8.63265,7.2696,50.52372,13.17615,13.35789,6.99699,15.35703,7.08786,7.08786,7.2696,7.72395,6.45177,5.54307
1719006,SPUTUM SPEC AER TECH,89220,156.29,2/6/22,46.887,54.7015,9.53369,86.89724,14.84755,12.5032,86.89724,22.66205,22.97463,12.03433,26.41301,12.19062,12.19062,12.5032,13.28465,11.09659,9.53369
1219310,FAT EMULS 20% 500ML,,454.43,2/6/22,136.329,159.0505,27.72023,252.66308,43.17085,36.3544,252.66308,65.89235,66.80121,34.99111,76.79867,35.44554,35.44554,36.3544,38.62655,32.26453,27.72023
1854965,ORTH TRN INI15MI OT,97760,299.32,2/6/22,89.796,104.762,18.25852,166.42192,28.4354,23.9456,166.42192,43.4014,44.00004,23.04764,50.58508,23.34696,23.34696,23.9456,25.4422,21.25172,18.25852
1612285,IR-ARTHROGRAM ANKLE,73615,4125.78,2/6/22,1237.734,1444.023,251.67258,2293.93368,391.9491,330.0624,2293.93368,598.2381,606.48966,317.68506,697.25682,321.81084,321.81084,330.0624,350.6913,292.93038,251.67258
1691206,IR-ANG CARTD IPS UNI,36223,13160.32,2/6/22,3948.096,4606.112,802.77952,7317.13792,1250.2304,1052.8256,7317.13792,1908.2464,1934.56704,1013.34464,2224.09408,1026.50496,1026.50496,1052.8256,1118.6272,934.38272,802.77952
1691160,IR-FEM POP REVAS SNT,SURG,92047.16,2/6/22,27614.148,32216.506,5614.87676,51178.22096,8744.4802,7363.7728,51178.22096,13346.8382,13530.93252,7087.63132,15555.97004,7179.67848,7179.67848,7363.7728,7824.0086,6535.34836,5614.87676
1814970,PROS TRN INI15MI PT,97761,187.38,2/6/22,56.214,65.583,11.43018,104.18328,17.8011,14.9904,104.18328,27.1701,27.54486,14.42826,31.66722,14.61564,14.61564,14.9904,15.9273,13.30398,11.43018
1314771,"FACT VIII,VW,MULTIME",85247,148.08,2/6/22,44.424,51.828,9.03288,82.33248,14.0676,11.8464,82.33248,21.4716,21.76776,11.40216,25.02552,11.55024,11.55024,11.8464,12.5868,10.51368,9.03288
1221047,SOD CHLOR .45% 250ML,,432.79,2/6/22,129.837,151.4765,26.40019,240.63124,41.11505,34.6232,240.63124,62.75455,63.62013,33.32483,73.14151,33.75762,33.75762,34.6232,36.78715,30.72809,26.40019
1314149,BETA-2 MICROGLOBULIN,82232,139.92,2/6/22,41.976,48.972,8.53512,77.79552,13.2924,11.1936,77.79552,20.2884,20.56824,10.77384,23.64648,10.91376,10.91376,11.1936,11.8932,9.93432,8.53512
1691347,S-RF MAGNGUID AVFIST,SURG,43916.1,2/6/22,13174.83,15370.635,2678.8821,24417.3516,4172.0295,3513.288,24417.3516,6367.8345,6455.6667,3381.5397,7421.8209,3425.4558,3425.4558,3513.288,3732.8685,3118.0431,2678.8821
1110871,PROCEDURE COMPLEX,SURG,2515.74,2/6/22,754.722,880.509,153.46014,1398.75144,238.9953,201.2592,1398.75144,364.7823,369.81378,193.71198,425.16006,196.22772,196.22772,201.2592,213.8379,178.61754,153.46014
2811495,S-INTROCATH SEGPULM,36015,9590.91,2/6/22,2877.273,3356.8185,585.04551,5332.54596,911.13645,767.2728,5332.54596,1390.68195,1409.86377,738.50007,1620.86379,748.09098,748.09098,767.2728,815.22735,680.95461,585.04551
1641062,MR-THOR SPINE WWO,72157,11615.54,2/6/22,3484.662,4065.439,708.54794,6458.24024,1103.4763,929.2432,6458.24024,1684.2533,1707.48438,894.39658,1963.02626,906.01212,906.01212,929.2432,987.3209,824.70334,708.54794
1212430,SEVELAM CARB 800MGTB,,6.53,2/6/22,1.959,2.2855,0.39833,3.63068,0.62035,0.5224,3.63068,0.94685,0.95991,0.50281,1.10357,0.50934,0.50934,0.5224,0.55505,0.46363,0.39833
1315081,VIRUS ISOLATION GEN,87255,227.37,2/6/22,68.211,79.5795,13.86957,126.41772,21.60015,18.1896,126.41772,32.96865,33.42339,17.50749,38.42553,17.73486,17.73486,18.1896,19.32645,16.14327,13.86957
1523164,ADM IV INF BAM ETES,M0245,981,2/6/22,294.3,343.35,59.841,545.436,93.195,78.48,545.436,142.245,144.207,75.537,165.789,76.518,76.518,78.48,83.385,69.651,59.841
1814924,STRPPNG UNA BOOT PT,29580,692.31,2/6/22,207.693,242.3085,42.23091,384.92436,65.76945,55.3848,384.92436,100.38495,101.76957,53.30787,117.00039,54.00018,54.00018,55.3848,58.84635,49.15401,42.23091
2850070,S-PRI ART M THRO ADD,SURG,16544.67,2/6/22,4963.401,5790.6345,1009.22487,9198.83652,1571.74365,1323.5736,9198.83652,2398.97715,2432.06649,1273.93959,2796.04923,1290.48426,1290.48426,1323.5736,1406.29695,1174.67157,1009.22487
2811541,S-AMNIOCENTESIS,SURG,1940.31,2/6/22,582.093,679.1085,118.35891,1078.81236,184.32945,155.2248,1078.81236,281.34495,285.22557,149.40387,327.91239,151.34418,151.34418,155.2248,164.92635,137.76201,118.35891
1510116,RT-BRACHY ISO CALC 1,77316,552.43,2/6/22,165.729,193.3505,33.69823,307.15108,52.48085,44.1944,307.15108,80.10235,81.20721,42.53711,93.36067,43.08954,43.08954,44.1944,46.95655,39.22253,33.69823
1690008,IR-CTH FALLOP TBE DR,74742,903.61,2/6/22,271.083,316.2635,55.12021,502.40716,85.84295,72.2888,502.40716,131.02345,132.83067,69.57797,152.71009,70.48158,70.48158,72.2888,76.80685,64.15631,55.12021
1314178,CAROTENE,82380,127.09,2/6/22,38.127,44.4815,7.75249,70.66204,12.07355,10.1672,70.66204,18.42805,18.68223,9.78593,21.47821,9.91302,9.91302,10.1672,10.80265,9.02339,7.75249
282822,L&D REC LVL 2 PER HR,,335.78,2/6/22,100.734,117.523,20.48258,186.69368,31.8991,26.8624,186.69368,48.6881,49.35966,25.85506,56.74682,26.19084,26.19084,26.8624,28.5413,23.84038,20.48258
7210483,MAGIC MOUTHWASH 5ML,,41.59,2/6/22,12.477,14.5565,2.53699,23.12404,3.95105,3.3272,23.12404,6.03055,6.11373,3.20243,7.02871,3.24402,3.24402,3.3272,3.53515,2.95289,2.53699
1621568,US-DPLXSCN GRFT ARTA,93978,1671.8,2/6/22,501.54,585.13,101.9798,929.5208,158.821,133.744,929.5208,242.411,245.7546,128.7286,282.5342,130.4004,130.4004,133.744,142.103,118.6978,101.9798
2041006,DIALYSIS EMERGENT,G0257,2762.95,2/6/22,828.885,967.0325,168.53995,1536.2002,262.48025,221.036,1536.2002,400.62775,406.15365,212.74715,466.93855,215.5101,215.5101,221.036,234.85075,196.16945,168.53995
1211180,AMPICILLIN 500MG INJ,J0290,226.42,2/6/22,67.926,79.247,13.81162,125.88952,21.5099,18.1136,125.88952,32.8309,33.28374,17.43434,38.26498,17.66076,17.66076,18.1136,19.2457,16.07582,13.81162
1314381,"NEPHELOMETRY, NOS",83883,200.55,2/6/22,60.165,70.1925,12.23355,111.5058,19.05225,16.044,111.5058,29.07975,29.48085,15.44235,33.89295,15.6429,15.6429,16.044,17.04675,14.23905,12.23355
8891457,COVID19 AG HITHRU PR,U0003,162.18,2/6/22,48.654,56.763,9.89298,90.17208,15.4071,12.9744,90.17208,23.5161,23.84046,12.48786,27.40842,12.65004,12.65004,12.9744,13.7853,11.51478,9.89298
1210072,FLUTICASO 110MCG PUF,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
1410038,AICD DUAL CHAMBER L4,C1721,99999.61,2/6/22,29999.883,34999.8635,6099.97621,55599.78316,9499.96295,7999.9688,55599.78316,14499.94345,14699.94267,7699.96997,16899.93409,7799.96958,7799.96958,7999.9688,8499.96685,7099.97231,6099.97621
1217714,MEGESTROL ACE 40MGTB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1314922,"E COLI O157 AG,EIA",87335,78.12,2/6/22,23.436,27.342,4.76532,43.43472,7.4214,6.2496,43.43472,11.3274,11.48364,6.01524,13.20228,6.09336,6.09336,6.2496,6.6402,5.54652,4.76532
1414760,MESH IMPLANTABLE 11,C1781,54072.56,2/6/22,16221.768,18925.396,3298.42616,30064.34336,5136.8932,4325.8048,30064.34336,7840.5212,7948.66632,4163.58712,9138.26264,4217.65968,4217.65968,4325.8048,4596.1676,3839.15176,3298.42616
2811204,HOCM LT149 MG ML IOD,Q9958,9.81,2/6/22,2.943,3.4335,0.59841,5.45436,0.93195,0.7848,5.45436,1.42245,1.44207,0.75537,1.65789,0.76518,0.76518,0.7848,0.83385,0.69651,0.59841
1691121,IR-FIX G COLON TUBE,SURG,2451.64,2/6/22,735.492,858.074,149.55004,1363.11184,232.9058,196.1312,1363.11184,355.4878,360.39108,188.77628,414.32716,191.22792,191.22792,196.1312,208.3894,174.06644,149.55004
1414753,MESH IMPLANTABLE 4,C1781,24237.53,2/6/22,7271.259,8483.1355,1478.48933,13476.06668,2302.56535,1939.0024,13476.06668,3514.44185,3562.91691,1866.28981,4096.14257,1890.52734,1890.52734,1939.0024,2060.19005,1720.86463,1478.48933
1522024,PROCEDURE COMPLEX,SURG,2530.52,2/6/22,759.156,885.682,154.36172,1406.96912,240.3994,202.4416,1406.96912,366.9254,371.98644,194.85004,427.65788,197.38056,197.38056,202.4416,215.0942,179.66692,154.36172
1691080,IR-INJ W FLUR CV DEV,36598,966.66,2/6/22,289.998,338.331,58.96626,537.46296,91.8327,77.3328,537.46296,140.1657,142.09902,74.43282,163.36554,75.39948,75.39948,77.3328,82.1661,68.63286,58.96626
1814946,IONTOPHOR-15 MIN PT,97033,356.56,2/6/22,106.968,124.796,21.75016,198.24736,33.8732,28.5248,198.24736,51.7012,52.41432,27.45512,60.25864,27.81168,27.81168,28.5248,30.3076,25.31576,21.75016
1217673,FOLIC ACID 50MG/10ML,,9.78,2/6/22,2.934,3.423,0.59658,5.43768,0.9291,0.7824,5.43768,1.4181,1.43766,0.75306,1.65282,0.76284,0.76284,0.7824,0.8313,0.69438,0.59658
1061467,S-INS-REP PACE-DEFIB,SURG,99999,2/6/22,29999.7,34999.65,6099.939,55599.444,9499.905,7999.92,55599.444,14499.855,14699.853,7699.923,16899.831,7799.922,7799.922,7999.92,8499.915,7099.929,6099.939
1417088,STAPLER/RELOAD 4,,12081.79,2/6/22,3624.537,4228.6265,736.98919,6717.47524,1147.77005,966.5432,6717.47524,1751.85955,1776.02313,930.29783,2041.82251,942.37962,942.37962,966.5432,1026.95215,857.80709,736.98919
1612394,IR-REM ENDO VENA CAV,37193,14334.8,2/6/22,4300.44,5017.18,874.4228,7970.1488,1361.806,1146.784,7970.1488,2078.546,2107.2156,1103.7796,2422.5812,1118.1144,1118.1144,1146.784,1218.458,1017.7708,874.4228
1314105,ALBUMIN SERUM,82040,86.28,2/6/22,25.884,30.198,5.26308,47.97168,8.1966,6.9024,47.97168,12.5106,12.68316,6.64356,14.58132,6.72984,6.72984,6.9024,7.3338,6.12588,5.26308
7211503,CARVEDILOL CR 10MG,,6.99,2/6/22,2.097,2.4465,0.42639,3.88644,0.66405,0.5592,3.88644,1.01355,1.02753,0.53823,1.18131,0.54522,0.54522,0.5592,0.59415,0.49629,0.42639
1218124,BELLADON/OPIUM SUPPO,,43.12,2/6/22,12.936,15.092,2.63032,23.97472,4.0964,3.4496,23.97472,6.2524,6.33864,3.32024,7.28728,3.36336,3.36336,3.4496,3.6652,3.06152,2.63032
1217811,HYDROXYCHLOR 200MGTB,,0.43,2/6/22,0.129,0.1505,0.02623,0.23908,0.04085,0.0344,0.23908,0.06235,0.06321,0.03311,0.07267,0.03354,0.03354,0.0344,0.03655,0.03053,0.02623
1411104,ADT/EXT PACE/NEU LD4,C1883,6022.25,2/6/22,1806.675,2107.7875,367.35725,3348.371,572.11375,481.78,3348.371,873.22625,885.27075,463.71325,1017.76025,469.7355,469.7355,481.78,511.89125,427.57975,367.35725
